id,frequency,power1,power2,power3
75,0.9899665551839465,-82.038,-113.497,-113.817
76,1.0033444816053512,-82.374,-112.84,-113.742
77,1.0167224080267558,-83.386,-111.909,-113.843
78,1.0301003344481605,-84.002,-114.068,-114.013
79,1.0434782608695652,-84.231,-114.505,-113.532
80,1.0568561872909699,-83.888,-114.413,-111.167
81,1.0702341137123745,-83.691,-113.106,-114.052
82,1.0836120401337792,-83.383,-113.647,-113.94
83,1.0969899665551839,-83.79,-113.932,-113.445
84,1.1103678929765886,-83.864,-113.511,-113.77
85,1.1237458193979932,-83.361,-113.267,-113.416
86,1.137123745819398,-82.294,-112.618,-111.42
87,1.1505016722408026,-81.809,-112.544,-112.661
88,1.1638795986622072,-82.203,-112.721,-112.795
89,1.177257525083612,-83.594,-111.992,-112.556
90,1.1906354515050166,-84.702,-111.882,-112.347
91,1.2040133779264215,-84.832,-112.712,-112.912
92,1.2173913043478262,-84.512,-112.998,-112.468
93,1.2307692307692308,-83.877,-112.645,-112.676
94,1.2441471571906355,-83.39,-112.221,-112.409
95,1.2575250836120402,-83.183,-113.024,-112.098
96,1.2709030100334449,-83.183,-113.006,-112.977
97,1.2842809364548495,-82.987,-112.682,-112.917
98,1.2976588628762542,-82.599,-112.158,-113.618
99,1.3110367892976589,-82.361,-112.028,-114.037
100,1.3244147157190636,-82.935,-113.252,-112.124
101,1.3377926421404682,-83.94,-113.577,-112.709
102,1.351170568561873,-84.377,-112.736,-113.385
103,1.3645484949832776,-84.253,-112.944,-112.539
104,1.3779264214046822,-83.661,-113.723,-112.818
105,1.391304347826087,-82.811,-111.872,-113.071
106,1.4046822742474916,-82.729,-110.949,-112.828
107,1.4180602006688963,-83.333,-113.103,-111.35
108,1.431438127090301,-84.027,-111.497,-113.504
109,1.4448160535117056,-83.974,-112.702,-114.255
110,1.4581939799331103,-83.164,-112.911,-113.575
111,1.471571906354515,-82.018,-112.001,-113.483
112,1.4849498327759196,-81.722,-112.839,-113.309
