L,O,1
1501.12,-8.15,-51.62
1501.13,-8.17,-51.52
1501.14,-8.22,-51.51
1501.15,-8.24,-51.47
1501.16,-8.29,-51.38
1501.17,-8.33,-51.47
1501.18,-8.41,-51.38
1501.19,-8.47,-51.38
1501.2,-8.52,-51.33
1501.21,-8.58,-51.18
1501.22,-8.69,-51.14
1501.23,-8.78,-51.1
1501.24,-8.83,-51.05
1501.25,-8.91,-50.94
1501.26,-8.98,-50.95
1501.27,-9.07,-50.81
1501.28,-9.18,-50.65
1501.29,-9.27,-50.61
1501.3,-9.31,-50.65
1501.31,-9.32,-50.59
1501.32,-9.41,-50.47
1501.33,-9.52,-50.42
1501.34,-9.6,-50.34
1501.35,-9.6,-50.26
1501.36,-9.57,-50.37
1501.37,-9.59,-50.32
1501.38,-9.78,-50.08
1501.39,-9.91,-49.94
1501.4,-9.87,-50.06
1501.41,-9.78,-50.07
1501.42,-9.77,-50.15
1501.43,-9.9,-50.03
1501.44,-10.03,-49.85
1501.45,-10.03,-49.9
1501.46,-9.94,-49.85
1501.47,-9.84,-49.98
1501.48,-9.85,-49.99
1501.49,-9.91,-49.93
1501.5,-9.96,-49.86
1501.51,-9.91,-49.96
1501.52,-9.8,-50.0
1501.53,-9.73,-50.12
1501.54,-9.71,-50.21
1501.55,-9.72,-50.16
1501.56,-9.66,-50.22
1501.57,-9.57,-50.31
1501.58,-9.52,-50.31
1501.59,-9.47,-50.35
1501.6,-9.44,-50.37
1501.61,-9.44,-50.38
1501.62,-9.41,-50.43
1501.63,-9.34,-50.4
1501.64,-9.31,-50.36
1501.65,-9.3,-50.52
1501.66,-9.29,-50.43
1501.67,-9.35,-50.44
1501.68,-9.38,-50.36
1501.69,-9.97,-49.78
1501.7,-10.05,-49.76
1501.71,-9.9,-49.88
1501.72,-9.77,-49.98
1501.73,-9.65,-50.11
1501.74,-8.38,-51.4
1501.75,-8.31,-51.48
1501.76,-8.41,-51.37
1501.77,-8.47,-51.34
1501.78,-8.49,-51.31
1501.79,-8.5,-51.32
1501.8,-8.48,-51.36
1501.81,-8.41,-51.36
1501.82,-8.41,-51.5
1501.83,-8.4,-51.42
1501.84,-8.41,-51.51
1501.85,-8.41,-51.53
1501.86,-8.4,-51.56
1501.87,-8.4,-51.61
1501.88,-8.41,-51.58
1501.89,-8.41,-51.53
1501.9,-8.42,-51.55
1501.91,-8.44,-51.58
1501.92,-8.43,-51.55
1501.93,-8.45,-51.7
1501.94,-8.47,-51.53
1501.95,-8.49,-51.5
1501.96,-8.52,-51.58
1501.97,-8.57,-51.49
1501.98,-8.61,-51.43
1501.99,-8.62,-51.5
1502.0,-8.66,-51.5
1502.01,-8.7,-51.39
1502.02,-8.75,-51.37
1502.03,-8.77,-51.39
1502.04,-8.82,-51.38
1502.05,-8.88,-51.34
1502.06,-8.94,-51.16
1502.07,-9.01,-51.27
1502.08,-9.06,-51.14
1502.09,-9.1,-51.05
1502.1,-9.16,-51.02
1502.11,-9.25,-50.9
1502.12,-9.36,-50.84
1502.13,-9.41,-50.79
1502.14,-9.47,-50.61
1502.15,-9.54,-50.66
1502.16,-9.63,-50.49
1502.17,-9.7,-50.41
1502.18,-9.75,-50.36
1502.19,-9.75,-50.32
1502.2,-9.78,-50.37
1502.21,-9.8,-50.24
1502.22,-9.85,-50.18
1502.23,-9.87,-50.12
1502.24,-9.86,-50.18
1502.25,-9.82,-50.18
1502.26,-9.82,-50.15
1502.27,-9.96,-50.01
1502.28,-10.04,-49.9
1502.29,-10.04,-49.84
1502.3,-9.96,-50.02
1502.31,-9.96,-50.07
1502.32,-9.95,-50.07
1502.33,-9.94,-50.17
1502.34,-9.88,-49.99
1502.35,-9.79,-50.12
1502.36,-9.71,-50.39
1502.37,-9.7,-50.31
1502.38,-9.7,-50.27
1502.39,-9.57,-50.46
1502.4,-9.45,-50.43
1502.41,-9.34,-50.71
1502.42,-9.42,-50.66
1502.43,-9.59,-50.38
1502.44,-9.49,-50.47
1502.45,-9.4,-50.55
1502.46,-9.26,-50.77
1502.47,-9.22,-50.88
1502.48,-9.26,-50.7
1502.49,-9.41,-50.66
1502.5,-9.29,-50.79
1502.51,-9.09,-50.97
1502.52,-9.04,-50.96
1502.53,-9.03,-50.95
1502.54,-9.01,-51.0
1502.55,-8.98,-50.98
1502.56,-8.97,-51.08
1502.57,-8.93,-51.08
1502.58,-8.89,-51.09
1502.59,-8.86,-51.16
1502.6,-8.84,-51.26
1502.61,-8.83,-51.23
1502.62,-8.79,-51.25
1502.63,-8.73,-51.17
1502.64,-8.68,-51.32
1502.65,-8.65,-51.4
1502.66,-8.62,-51.4
1502.67,-8.61,-51.43
1502.68,-8.55,-51.49
1502.69,-8.54,-51.52
1502.7,-8.54,-51.5
1502.71,-8.52,-51.6
1502.72,-8.5,-51.6
1502.73,-8.47,-51.66
1502.74,-8.49,-51.66
1502.75,-8.51,-51.61
1502.76,-8.52,-51.65
1502.77,-8.54,-51.76
1502.78,-8.55,-51.69
1502.79,-8.59,-51.62
1502.8,-8.61,-51.55
1502.81,-8.69,-51.53
1502.82,-8.7,-51.62
1502.83,-8.75,-51.57
1502.84,-8.78,-51.54
1502.85,-8.86,-51.5
1502.86,-8.91,-51.42
1502.87,-8.98,-51.28
1502.88,-9.04,-51.28
1502.89,-9.08,-51.18
1502.9,-9.15,-51.2
1502.91,-9.24,-51.04
1502.92,-9.33,-51.08
1502.93,-9.39,-50.92
1502.94,-9.39,-50.96
1502.95,-9.42,-50.84
1502.96,-9.51,-50.85
1502.97,-9.63,-50.71
1502.98,-9.67,-50.49
1502.99,-9.71,-50.46
1503.0,-9.71,-50.55
1503.01,-9.78,-50.34
1503.02,-9.89,-50.27
1503.03,-9.99,-50.21
1503.04,-10.01,-50.12
1503.05,-9.98,-50.15
1503.06,-9.96,-50.13
1503.07,-9.95,-50.06
1503.08,-9.98,-50.01
1503.09,-9.98,-49.99
1503.1,-9.97,-50.12
1503.11,-9.87,-50.16
1503.12,-9.84,-50.19
1503.13,-9.8,-50.25
1503.14,-9.79,-50.17
1503.15,-9.75,-50.3
1503.16,-9.71,-50.36
1503.17,-9.67,-50.26
1503.18,-9.6,-50.4
1503.19,-9.57,-50.44
1503.2,-9.55,-50.46
1503.21,-9.53,-50.53
1503.22,-9.51,-50.53
1503.23,-9.47,-50.48
1503.24,-9.42,-50.61
1503.25,-9.38,-50.62
1503.26,-9.37,-50.63
1503.27,-9.36,-50.74
1503.28,-9.32,-50.68
1503.29,-9.27,-50.76
1503.3,-9.24,-50.79
1503.31,-9.22,-50.79
1503.32,-9.19,-50.91
1503.33,-9.17,-50.95
1503.34,-9.1,-50.83
1503.35,-9.05,-51.02
1503.36,-9.02,-51.0
1503.37,-8.97,-51.13
1503.38,-9.05,-51.01
1503.39,-9.13,-50.96
1503.4,-8.95,-51.15
1503.41,-8.73,-51.34
1503.42,-8.69,-51.37
1503.43,-8.67,-51.34
1503.44,-8.63,-51.54
1503.45,-8.59,-51.51
1503.46,-8.55,-51.56
1503.47,-8.54,-51.49
1503.48,-8.5,-51.69
1503.49,-8.48,-51.65
1503.5,-8.47,-51.68
1503.51,-8.45,-51.74
1503.52,-8.45,-51.72
1503.53,-8.45,-51.71
1503.54,-8.45,-51.71
1503.55,-8.43,-51.73
1503.56,-8.45,-51.67
1503.57,-8.45,-51.73
1503.58,-8.47,-51.84
1503.59,-8.48,-51.7
1503.6,-8.5,-51.71
1503.61,-8.55,-51.59
1503.62,-8.58,-51.63
1503.63,-8.61,-51.63
1503.64,-8.65,-51.7
1503.65,-8.71,-51.55
1503.66,-8.8,-51.51
1503.67,-8.86,-51.48
1503.68,-8.91,-51.42
1503.69,-9.0,-51.33
1503.7,-9.08,-51.26
1503.71,-9.18,-51.18
1503.72,-9.26,-50.98
1503.73,-9.36,-50.92
1503.74,-9.45,-50.88
1503.75,-9.52,-50.96
1503.76,-9.59,-50.91
1503.77,-9.7,-50.66
1503.78,-9.78,-50.51
1503.79,-9.85,-50.46
1503.8,-9.87,-50.53
1503.81,-9.89,-50.44
1503.82,-9.95,-50.3
1503.83,-9.99,-50.3
1503.84,-10.0,-50.18
1503.85,-9.98,-50.22
1503.86,-9.95,-50.23
1503.87,-9.93,-50.29
1503.88,-9.97,-50.25
1503.89,-9.96,-50.12
1503.9,-9.95,-50.22
1503.91,-9.86,-50.3
1503.92,-9.82,-50.27
1503.93,-9.83,-50.38
1503.94,-9.84,-50.32
1503.95,-9.82,-50.29
1503.96,-9.76,-50.4
1503.97,-9.71,-50.36
1503.98,-9.66,-50.49
1503.99,-9.65,-50.47
1504.0,-9.64,-50.45
1504.01,-9.61,-50.45
1504.02,-9.54,-50.55
1504.03,-9.5,-50.6
1504.04,-9.44,-50.61
1504.05,-9.44,-50.66
1504.06,-9.42,-50.66
1504.07,-9.38,-50.59
1504.08,-9.32,-50.77
1504.09,-9.3,-50.78
1504.1,-9.27,-50.77
1504.11,-9.25,-50.68
1504.12,-9.21,-50.79
1504.13,-9.17,-50.97
1504.14,-9.12,-50.99
1504.15,-9.07,-51.01
1504.16,-9.03,-51.04
1504.17,-9.0,-50.93
1504.18,-9.07,-50.89
1504.19,-9.15,-50.86
1504.2,-9.15,-50.91
1504.21,-8.81,-51.37
1504.22,-8.71,-51.36
1504.23,-8.65,-51.43
1504.24,-8.63,-51.53
1504.25,-8.59,-51.58
1504.26,-8.55,-51.69
1504.27,-8.53,-51.7
1504.28,-8.5,-51.73
1504.29,-8.49,-51.67
1504.3,-8.47,-51.69
1504.31,-8.43,-51.9
1504.32,-8.43,-51.95
1504.33,-8.41,-51.87
1504.34,-8.41,-52.01
1504.35,-8.44,-51.94
1504.36,-8.42,-51.93
1504.37,-8.43,-51.84
1504.38,-8.44,-51.84
1504.39,-8.48,-51.95
1504.4,-8.52,-51.88
1504.41,-8.54,-51.87
1504.42,-8.55,-51.73
1504.43,-8.6,-51.87
1504.44,-8.68,-51.76
1504.45,-8.73,-51.77
1504.46,-8.76,-51.71
1504.47,-8.81,-51.66
1504.48,-8.83,-51.59
1504.49,-8.92,-51.56
1504.5,-9.0,-51.42
1504.51,-9.08,-51.31
1504.52,-9.13,-51.22
1504.53,-9.2,-51.21
1504.54,-9.26,-51.03
1504.55,-9.38,-51.08
1504.56,-9.47,-50.98
1504.57,-9.54,-50.92
1504.58,-9.58,-50.71
1504.59,-9.69,-50.61
1504.6,-9.78,-50.44
1504.61,-9.85,-50.43
1504.62,-9.89,-50.36
1504.63,-9.92,-50.33
1504.64,-9.95,-50.25
1504.65,-9.95,-50.45
1504.66,-10.0,-50.15
1504.67,-9.99,-50.11
1504.68,-10.0,-50.23
1504.69,-9.98,-50.14
1504.7,-9.97,-50.11
1504.71,-9.93,-50.23
1504.72,-9.9,-50.11
1504.73,-9.85,-50.24
1504.74,-9.8,-50.17
1504.75,-9.76,-50.31
1504.76,-9.72,-50.45
1504.77,-9.69,-50.51
1504.78,-9.65,-50.45
1504.79,-9.62,-50.72
1504.8,-9.57,-50.67
1504.81,-9.52,-50.64
1504.82,-9.47,-50.61
1504.83,-9.43,-50.77
1504.84,-9.4,-50.81
1504.85,-9.37,-50.72
1504.86,-9.33,-50.75
1504.87,-9.3,-50.78
1504.88,-9.26,-50.86
1504.89,-9.23,-50.91
1504.9,-9.2,-50.94
1504.91,-9.17,-50.95
1504.92,-9.15,-50.89
1504.93,-9.1,-51.03
1504.94,-9.07,-51.24
1504.95,-9.03,-51.12
1504.96,-8.97,-51.19
1504.97,-8.94,-51.21
1504.98,-8.91,-51.26
1504.99,-8.89,-51.29
1505.0,-8.84,-51.27
1505.01,-8.8,-51.37
1505.02,-8.77,-51.4
1505.03,-8.73,-51.44
1505.04,-8.69,-51.6
1505.05,-8.63,-51.54
1505.06,-8.62,-51.59
1505.07,-8.59,-51.63
1505.08,-8.58,-51.77
1505.09,-8.54,-51.74
1505.1,-8.51,-51.84
1505.11,-8.51,-51.77
1505.12,-8.51,-51.69
1505.13,-8.51,-51.99
1505.14,-8.51,-51.99
1505.15,-8.49,-51.85
1505.16,-8.51,-51.94
1505.17,-8.53,-51.88
1505.18,-8.54,-51.98
1505.19,-8.58,-51.72
1505.2,-8.6,-51.78
1505.21,-8.61,-51.81
1505.22,-8.65,-51.95
1505.23,-8.7,-51.81
1505.24,-8.75,-51.73
1505.25,-8.79,-51.63
1505.26,-8.82,-51.81
1505.27,-8.88,-51.65
1505.28,-8.95,-51.6
1505.29,-9.05,-51.45
1505.3,-9.1,-51.48
1505.31,-9.13,-51.43
1505.32,-9.19,-51.37
1505.33,-9.3,-51.31
1505.34,-9.41,-51.05
1505.35,-9.5,-50.84
1505.36,-9.51,-51.03
1505.37,-9.54,-50.91
1505.38,-9.65,-50.73
1505.39,-9.8,-50.46
1505.4,-9.87,-50.45
1505.41,-9.83,-50.54
1505.42,-9.78,-50.58
1505.43,-9.8,-50.52
1505.44,-9.89,-50.37
1505.45,-9.97,-50.25
1505.46,-9.92,-50.39
1505.47,-9.84,-50.35
1505.48,-9.8,-50.48
1505.49,-9.82,-50.36
1505.5,-9.85,-50.34
1505.51,-9.82,-50.29
1505.52,-9.77,-50.46
1505.53,-9.69,-50.47
1505.54,-9.64,-50.47
1505.55,-9.65,-50.49
1505.56,-9.65,-50.65
1505.57,-9.63,-50.61
1505.58,-9.58,-50.57
1505.59,-9.51,-50.68
1505.6,-9.48,-50.65
1505.61,-9.45,-50.72
1505.62,-9.43,-50.91
1505.63,-9.4,-50.83
1505.64,-9.36,-50.89
1505.65,-9.31,-50.98
1505.66,-9.29,-50.9
1505.67,-9.28,-50.9
1505.68,-9.24,-50.94
1505.69,-9.22,-50.99
1505.7,-9.16,-51.08
1505.71,-9.11,-50.99
1505.72,-9.09,-51.02
1505.73,-9.06,-51.06
1505.74,-9.01,-51.25
1505.75,-8.95,-51.31
1505.76,-8.89,-51.37
1505.77,-8.87,-51.39
1505.78,-8.84,-51.39
1505.79,-8.81,-51.62
1505.8,-8.78,-51.58
1505.81,-8.75,-51.54
1505.82,-8.7,-51.6
1505.83,-8.68,-51.5
1505.84,-8.64,-51.61
1505.85,-8.62,-51.71
1505.86,-8.58,-51.88
1505.87,-8.58,-51.79
1505.88,-8.58,-51.82
1505.89,-8.58,-51.9
1505.9,-8.56,-51.75
1505.91,-8.57,-51.83
1505.92,-8.58,-51.84
1505.93,-8.58,-51.71
1505.94,-8.6,-51.83
1505.95,-8.61,-51.86
1505.96,-8.62,-52.02
1505.97,-8.64,-51.8
1505.98,-8.68,-51.71
1505.99,-8.69,-51.73
1506.0,-8.7,-51.85
1506.01,-8.73,-51.69
1506.02,-8.76,-51.57
1506.03,-8.79,-51.65
1506.04,-8.82,-51.67
1506.05,-8.84,-51.65
1506.06,-8.89,-51.59
1506.07,-8.97,-51.55
1506.08,-9.06,-51.52
1506.09,-9.11,-51.39
1506.1,-9.14,-51.47
1506.11,-9.19,-51.53
1506.12,-9.29,-51.33
1506.13,-9.42,-51.21
1506.14,-9.47,-51.27
1506.15,-9.51,-51.01
1506.16,-9.53,-50.92
1506.17,-9.63,-51.0
1506.18,-9.78,-50.79
1506.19,-9.92,-50.63
1506.2,-9.95,-50.46
1506.21,-9.86,-50.56
1506.22,-9.81,-50.68
1506.23,-9.88,-50.57
1506.24,-9.99,-50.48
1506.25,-9.99,-50.47
1506.26,-9.88,-50.6
1506.27,-9.78,-50.71
1506.28,-9.76,-50.56
1506.29,-9.86,-50.59
1506.3,-9.89,-50.57
1506.31,-9.85,-50.52
1506.32,-9.75,-50.6
1506.33,-9.68,-50.57
1506.34,-9.63,-50.6
1506.35,-9.66,-50.68
1506.36,-9.63,-50.69
1506.37,-9.58,-50.66
1506.38,-9.49,-50.84
1506.39,-9.44,-50.83
1506.4,-9.44,-50.87
1506.41,-9.44,-50.87
1506.42,-9.41,-51.0
1506.43,-9.36,-50.91
1506.44,-9.3,-51.05
1506.45,-9.26,-50.98
1506.46,-9.24,-51.05
1506.47,-9.24,-51.0
1506.48,-9.18,-51.12
1506.49,-9.13,-51.14
1506.5,-9.1,-51.18
1506.51,-9.08,-51.28
1506.52,-9.04,-51.31
1506.53,-9.03,-51.35
1506.54,-8.96,-51.28
1506.55,-8.96,-51.57
1506.56,-8.92,-51.52
1506.57,-8.9,-51.46
1506.58,-8.85,-51.44
1506.59,-8.82,-51.61
1506.6,-8.79,-51.71
1506.61,-8.77,-51.59
1506.62,-8.73,-51.63
1506.63,-8.72,-51.81
1506.64,-8.69,-51.93
1506.65,-8.66,-51.8
1506.66,-8.64,-51.87
1506.67,-8.62,-51.89
1506.68,-8.61,-52.01
1506.69,-8.6,-51.94
1506.7,-8.6,-52.02
1506.71,-8.62,-51.93
1506.72,-8.62,-51.91
1506.73,-8.62,-52.0
1506.74,-8.62,-51.95
1506.75,-8.62,-51.94
1506.76,-8.62,-52.02
1506.77,-8.65,-51.9
1506.78,-8.64,-51.96
1506.79,-8.67,-52.09
1506.8,-8.7,-52.0
1506.81,-8.72,-52.19
1506.82,-8.76,-52.03
1506.83,-8.79,-51.87
1506.84,-8.82,-52.03
1506.85,-8.85,-51.81
1506.86,-8.89,-51.9
1506.87,-8.95,-51.84
1506.88,-9.0,-51.73
1506.89,-9.04,-51.68
1506.9,-9.09,-51.63
1506.91,-9.16,-51.59
1506.92,-9.23,-51.52
1506.93,-9.28,-51.42
1506.94,-9.36,-51.44
1506.95,-9.39,-51.45
1506.96,-9.43,-51.35
1506.97,-9.49,-51.13
1506.98,-9.54,-51.2
1506.99,-9.58,-51.03
1507.0,-9.59,-50.97
1507.01,-9.61,-51.04
1507.02,-9.66,-51.0
1507.03,-9.74,-50.87
1507.04,-9.79,-50.69
1507.05,-9.76,-50.77
1507.06,-9.72,-50.74
1507.07,-9.74,-50.75
1507.08,-9.77,-50.67
1507.09,-9.8,-50.81
1507.1,-9.78,-50.84
1507.11,-9.71,-50.93
1507.12,-9.69,-50.91
1507.13,-9.69,-50.73
1507.14,-9.69,-50.75
1507.15,-9.65,-50.75
1507.16,-9.61,-50.84
1507.17,-9.55,-50.9
1507.18,-9.5,-50.83
1507.19,-9.48,-50.87
1507.2,-9.45,-51.02
1507.21,-9.42,-51.05
1507.22,-9.38,-51.1
1507.23,-9.3,-51.24
1507.24,-9.29,-51.11
1507.25,-9.25,-51.14
1507.26,-9.25,-51.19
1507.27,-9.2,-51.21
1507.28,-9.16,-51.45
1507.29,-9.1,-51.47
1507.3,-9.1,-51.36
1507.31,-9.07,-51.48
1507.32,-9.04,-51.34
1507.33,-8.99,-51.52
1507.34,-8.96,-51.49
1507.35,-8.92,-51.67
1507.36,-8.89,-51.48
1507.37,-8.89,-51.62
1507.38,-8.86,-51.55
1507.39,-8.83,-51.79
1507.4,-8.8,-51.77
1507.41,-8.76,-51.79
1507.42,-8.74,-51.9
1507.43,-8.75,-51.71
1507.44,-8.72,-51.68
1507.45,-8.69,-51.96
1507.46,-8.69,-52.06
1507.47,-8.69,-51.85
1507.48,-8.69,-51.84
1507.49,-8.67,-51.95
1507.5,-8.69,-52.05
1507.51,-8.67,-52.1
1507.52,-8.68,-52.02
1507.53,-8.69,-51.91
1507.54,-8.72,-51.94
1507.55,-8.72,-52.01
1507.56,-8.72,-52.03
1507.57,-8.74,-51.89
1507.58,-8.76,-51.86
1507.59,-8.79,-52.01
1507.6,-8.82,-52.08
1507.61,-8.82,-51.92
1507.62,-8.84,-51.86
1507.63,-8.89,-51.85
1507.64,-8.95,-51.87
1507.65,-8.96,-51.88
1507.66,-8.99,-51.76
1507.67,-9.04,-51.81
1507.68,-9.08,-51.68
1507.69,-9.11,-51.68
1507.7,-9.19,-51.63
1507.71,-9.25,-51.53
1507.72,-9.28,-51.43
1507.73,-9.32,-51.33
1507.74,-9.39,-51.35
1507.75,-9.47,-51.22
1507.76,-9.52,-51.28
1507.77,-9.55,-51.21
1507.78,-9.55,-51.16
1507.79,-9.57,-51.14
1507.8,-9.65,-50.94
1507.81,-9.73,-50.88
1507.82,-9.75,-50.85
1507.83,-9.73,-50.97
1507.84,-9.71,-50.81
1507.85,-9.74,-50.88
1507.86,-9.77,-50.76
1507.87,-9.82,-50.74
1507.88,-9.77,-50.97
1507.89,-9.7,-50.86
1507.9,-9.66,-50.84
1507.91,-9.67,-50.76
1507.92,-9.68,-50.82
1507.93,-9.66,-50.79
1507.94,-9.61,-50.87
1507.95,-9.56,-50.95
1507.96,-9.52,-50.83
1507.97,-9.5,-51.01
1507.98,-9.47,-51.09
1507.99,-9.44,-51.06
1508.0,-9.39,-51.12
1508.01,-9.34,-51.12
1508.02,-9.31,-51.15
1508.03,-9.31,-51.26
1508.04,-9.29,-51.06
1508.05,-9.26,-51.16
1508.06,-9.23,-51.23
1508.07,-9.18,-51.35
1508.08,-9.14,-51.5
1508.09,-9.13,-51.45
1508.1,-9.11,-51.39
1508.11,-9.08,-51.57
1508.12,-9.04,-51.38
1508.13,-9.0,-51.4
1508.14,-8.97,-51.54
1508.15,-8.96,-51.38
1508.16,-8.95,-51.67
1508.17,-8.92,-51.68
1508.18,-8.88,-51.68
1508.19,-8.83,-51.78
1508.2,-8.8,-51.91
1508.21,-8.79,-51.94
1508.22,-8.76,-51.88
1508.23,-8.75,-51.76
1508.24,-8.72,-51.91
1508.25,-8.69,-52.18
1508.26,-8.69,-51.91
1508.27,-8.69,-52.0
1508.28,-8.69,-52.06
1508.29,-8.65,-52.18
1508.3,-8.64,-52.05
1508.31,-8.65,-52.22
1508.32,-8.69,-52.13
1508.33,-8.69,-52.01
1508.34,-8.7,-52.1
1508.35,-8.7,-52.03
1508.36,-8.74,-51.92
1508.37,-8.75,-52.02
1508.38,-8.76,-52.02
1508.39,-8.77,-51.91
1508.4,-8.8,-52.04
1508.41,-8.82,-51.96
1508.42,-8.84,-52.01
1508.43,-8.88,-52.06
1508.44,-8.91,-52.02
1508.45,-8.94,-51.95
1508.46,-8.97,-51.85
1508.47,-9.01,-51.85
1508.48,-9.06,-51.9
1508.49,-9.1,-51.69
1508.5,-9.15,-51.77
1508.51,-9.18,-51.63
1508.52,-9.23,-51.54
1508.53,-9.29,-51.54
1508.54,-9.36,-51.52
1508.55,-9.43,-51.48
1508.56,-9.51,-51.34
1508.57,-9.52,-51.4
1508.58,-9.57,-51.27
1508.59,-9.6,-51.25
1508.6,-9.68,-51.12
1508.61,-9.72,-51.11
1508.62,-9.72,-51.14
1508.63,-9.73,-50.96
1508.64,-9.76,-50.97
1508.65,-9.81,-50.88
1508.66,-9.87,-50.79
1508.67,-9.83,-50.91
1508.68,-9.77,-50.91
1508.69,-9.72,-50.94
1508.7,-9.72,-50.85
1508.71,-9.72,-50.92
1508.72,-9.71,-51.01
1508.73,-9.65,-50.92
1508.74,-9.59,-51.04
1508.75,-9.55,-50.99
1508.76,-9.55,-50.92
1508.77,-9.53,-50.99
1508.78,-9.49,-51.0
1508.79,-9.45,-51.07
1508.8,-9.39,-51.17
1508.81,-9.37,-51.21
1508.82,-9.34,-51.16
1508.83,-9.32,-51.14
1508.84,-9.27,-51.24
1508.85,-9.22,-51.39
1508.86,-9.18,-51.46
1508.87,-9.17,-51.48
1508.88,-9.14,-51.32
1508.89,-9.11,-51.35
1508.9,-9.08,-51.57
1508.91,-9.03,-51.57
1508.92,-9.01,-51.67
1508.93,-9.0,-51.82
1508.94,-8.96,-51.7
1508.95,-8.95,-51.64
1508.96,-8.9,-51.68
1508.97,-8.88,-51.86
1508.98,-8.85,-51.88
1508.99,-8.83,-51.77
1509.0,-8.81,-51.95
1509.01,-8.8,-51.89
1509.02,-8.76,-51.8
1509.03,-8.76,-52.04
1509.04,-8.74,-52.03
1509.05,-8.73,-51.99
1509.06,-8.72,-52.16
1509.07,-8.71,-52.01
1509.08,-8.69,-52.19
1509.09,-8.69,-52.06
1509.1,-8.7,-52.16
1509.11,-8.72,-52.14
1509.12,-8.71,-52.18
1509.13,-8.71,-52.11
1509.14,-8.72,-52.17
1509.15,-8.76,-52.15
1509.16,-8.77,-52.18
1509.17,-8.77,-52.05
1509.18,-8.77,-52.06
1509.19,-8.81,-52.14
1509.2,-8.82,-52.0
1509.21,-8.84,-52.23
1509.22,-8.86,-52.09
1509.23,-8.88,-52.16
1509.24,-8.91,-51.99
1509.25,-8.96,-52.02
1509.26,-8.98,-51.96
1509.27,-9.03,-51.91
1509.28,-9.06,-51.82
1509.29,-9.11,-51.8
1509.3,-9.15,-51.8
1509.31,-9.21,-51.57
