L,O,1
1526.44,-9.51,-17.71
1526.45,-9.5,-17.69
1526.46,-9.51,-17.71
1526.47,-9.49,-17.71
1526.48,-9.49,-17.71
1526.49,-9.45,-17.72
1526.5,-9.47,-17.72
1526.51,-9.44,-17.69
1526.52,-9.43,-17.71
1526.53,-9.44,-17.7
1526.54,-9.42,-17.71
1526.55,-9.39,-17.73
1526.56,-9.39,-17.76
1526.57,-9.37,-17.73
1526.58,-9.37,-17.73
1526.59,-9.36,-17.74
1526.6,-9.33,-17.74
1526.61,-9.31,-17.74
1526.62,-9.31,-17.74
1526.63,-9.3,-17.74
1526.64,-9.29,-17.74
1526.65,-9.27,-17.75
1526.66,-9.27,-17.75
1526.67,-9.24,-17.73
1526.68,-9.22,-17.76
1526.69,-9.2,-17.7
1526.7,-9.21,-17.7
1526.71,-9.21,-17.7
1526.72,-9.19,-17.72
1526.73,-9.17,-17.69
1526.74,-9.16,-17.68
1526.75,-9.16,-17.69
1526.76,-9.15,-17.66
1526.77,-9.15,-17.68
1526.78,-9.13,-17.68
1526.79,-9.12,-17.65
1526.8,-9.12,-17.63
1526.81,-9.13,-17.66
1526.82,-9.13,-17.65
1526.83,-9.11,-17.68
1526.84,-9.12,-17.71
1526.85,-9.1,-17.7
1526.86,-9.11,-17.71
1526.87,-9.13,-17.69
1526.88,-9.13,-17.69
1526.89,-9.11,-17.67
1526.9,-9.1,-17.71
1526.91,-9.11,-17.71
1526.92,-9.1,-17.71
1526.93,-9.11,-17.73
1526.94,-9.13,-17.74
1526.95,-9.12,-17.71
1526.96,-9.12,-17.75
1526.97,-9.15,-17.75
1526.98,-9.17,-17.71
1526.99,-9.18,-17.73
1527.0,-9.17,-17.73
1527.01,-9.17,-17.72
1527.02,-9.18,-17.75
1527.03,-9.23,-17.73
1527.04,-9.26,-17.71
1527.05,-9.28,-17.71
1527.06,-9.29,-17.7
1527.07,-9.31,-17.68
1527.08,-9.31,-17.68
1527.09,-9.34,-17.68
1527.1,-9.37,-17.66
1527.11,-9.37,-17.67
1527.12,-9.37,-17.69
1527.13,-9.37,-17.69
1527.14,-9.39,-17.71
1527.15,-9.41,-17.73
1527.16,-9.43,-17.68
1527.17,-9.44,-17.66
1527.18,-9.44,-17.68
1527.19,-9.44,-17.7
1527.2,-9.46,-17.68
1527.21,-9.47,-17.7
1527.22,-9.51,-17.69
1527.23,-9.48,-17.67
1527.24,-9.51,-17.71
1527.25,-9.51,-17.71
1527.26,-9.53,-17.69
1527.27,-9.55,-17.71
1527.28,-9.55,-17.68
1527.29,-9.54,-17.68
1527.3,-9.54,-17.71
1527.31,-9.51,-17.74
1527.32,-9.52,-17.71
1527.33,-9.51,-17.72
1527.34,-9.51,-17.73
1527.35,-9.49,-17.71
1527.36,-9.46,-17.72
1527.37,-9.45,-17.71
1527.38,-9.44,-17.7
1527.39,-9.42,-17.71
1527.4,-9.39,-17.73
1527.41,-9.36,-17.71
1527.42,-9.34,-17.72
1527.43,-9.33,-17.72
1527.44,-9.31,-17.69
1527.45,-9.31,-17.67
1527.46,-9.27,-17.7
1527.47,-9.25,-17.66
1527.48,-9.24,-17.65
1527.49,-9.24,-17.68
1527.5,-9.24,-17.66
1527.51,-9.21,-17.65
1527.52,-9.21,-17.68
1527.53,-9.19,-17.69
1527.54,-9.17,-17.65
1527.55,-9.17,-17.66
1527.56,-9.17,-17.66
1527.57,-9.17,-17.63
1527.58,-9.17,-17.65
1527.59,-9.16,-17.65
1527.6,-9.15,-17.62
1527.61,-9.15,-17.67
1527.62,-9.14,-17.7
1527.63,-9.14,-17.66
1527.64,-9.14,-17.68
1527.65,-9.1,-17.72
1527.66,-9.1,-17.68
1527.67,-9.12,-17.68
1527.68,-9.14,-17.7
1527.69,-9.12,-17.7
1527.7,-9.11,-17.71
1527.71,-9.1,-17.72
1527.72,-9.1,-17.72
1527.73,-9.12,-17.7
1527.74,-9.13,-17.72
1527.75,-9.12,-17.7
1527.76,-9.1,-17.66
1527.77,-9.12,-17.7
1527.78,-9.12,-17.66
1527.79,-9.14,-17.64
1527.8,-9.14,-17.68
1527.81,-9.14,-17.68
1527.82,-9.16,-17.65
1527.83,-9.17,-17.65
1527.84,-9.19,-17.64
1527.85,-9.2,-17.62
1527.86,-9.2,-17.63
1527.87,-9.22,-17.65
1527.88,-9.24,-17.62
1527.89,-9.27,-17.64
1527.9,-9.31,-17.63
1527.91,-9.31,-17.61
1527.92,-9.31,-17.65
1527.93,-9.31,-17.67
1527.94,-9.33,-17.65
1527.95,-9.34,-17.64
1527.96,-9.36,-17.68
1527.97,-9.36,-17.66
1527.98,-9.37,-17.68
1527.99,-9.4,-17.71
1528.0,-9.41,-17.69
1528.01,-9.42,-17.69
1528.02,-9.42,-17.72
1528.03,-9.44,-17.7
1528.04,-9.46,-17.7
1528.05,-9.48,-17.7
1528.06,-9.49,-17.7
1528.07,-9.49,-17.67
1528.08,-9.52,-17.71
1528.09,-9.55,-17.71
1528.1,-9.55,-17.68
1528.11,-9.53,-17.71
1528.12,-9.51,-17.7
1528.13,-9.53,-17.67
1528.14,-9.54,-17.67
1528.15,-9.55,-17.66
1528.16,-9.49,-17.63
1528.17,-9.49,-17.65
1528.18,-9.47,-17.68
1528.19,-9.46,-17.64
1528.2,-9.44,-17.66
1528.21,-9.43,-17.67
1528.22,-9.4,-17.66
1528.23,-9.37,-17.65
1528.24,-9.37,-17.65
1528.25,-9.37,-17.63
1528.26,-9.35,-17.63
1528.27,-9.32,-17.68
1528.28,-9.32,-17.66
1528.29,-9.31,-17.66
1528.3,-9.29,-17.68
1528.31,-9.29,-17.69
1528.32,-9.25,-17.65
1528.33,-9.25,-17.67
1528.34,-9.23,-17.68
1528.35,-9.24,-17.63
1528.36,-9.24,-17.66
1528.37,-9.23,-17.67
1528.38,-9.24,-17.67
1528.39,-9.2,-17.66
1528.4,-9.19,-17.69
1528.41,-9.17,-17.66
1528.42,-9.17,-17.65
1528.43,-9.17,-17.65
1528.44,-9.16,-17.64
1528.45,-9.15,-17.63
1528.46,-9.14,-17.66
1528.47,-9.13,-17.65
1528.48,-9.13,-17.66
1528.49,-9.14,-17.68
1528.5,-9.14,-17.65
1528.51,-9.12,-17.65
1528.52,-9.11,-17.66
1528.53,-9.1,-17.65
1528.54,-9.12,-17.63
1528.55,-9.14,-17.63
1528.56,-9.14,-17.63
1528.57,-9.15,-17.61
1528.58,-9.15,-17.63
1528.59,-9.14,-17.64
1528.6,-9.14,-17.62
1528.61,-9.15,-17.66
1528.62,-9.17,-17.65
1528.63,-9.18,-17.61
1528.64,-9.18,-17.64
1528.65,-9.19,-17.63
1528.66,-9.2,-17.62
1528.67,-9.22,-17.65
1528.68,-9.23,-17.67
1528.69,-9.24,-17.66
1528.7,-9.24,-17.67
1528.71,-9.24,-17.68
1528.72,-9.26,-17.64
1528.73,-9.26,-17.66
1528.74,-9.29,-17.63
1528.75,-9.29,-17.63
1528.76,-9.29,-17.66
1528.77,-9.3,-17.67
1528.78,-9.31,-17.67
1528.79,-9.35,-17.66
1528.8,-9.36,-17.67
1528.81,-9.34,-17.66
1528.82,-9.36,-17.63
1528.83,-9.37,-17.66
1528.84,-9.39,-17.66
1528.85,-9.41,-17.6
1528.86,-9.4,-17.66
1528.87,-9.43,-17.65
1528.88,-9.47,-17.63
1528.89,-9.51,-17.65
1528.9,-9.51,-17.66
1528.91,-9.51,-17.63
1528.92,-9.49,-17.63
1528.93,-9.51,-17.63
1528.94,-9.53,-17.6
1528.95,-9.54,-17.61
1528.96,-9.52,-17.63
1528.97,-9.51,-17.59
1528.98,-9.51,-17.63
1528.99,-9.49,-17.64
1529.0,-9.49,-17.61
1529.01,-9.48,-17.66
1529.02,-9.46,-17.66
1529.03,-9.43,-17.62
1529.04,-9.44,-17.62
1529.05,-9.42,-17.67
1529.06,-9.4,-17.66
1529.07,-9.37,-17.69
1529.08,-9.36,-17.68
1529.09,-9.37,-17.66
1529.1,-9.36,-17.66
1529.11,-9.34,-17.69
1529.12,-9.33,-17.68
1529.13,-9.31,-17.66
1529.14,-9.31,-17.67
1529.15,-9.3,-17.67
1529.16,-9.3,-17.64
1529.17,-9.3,-17.64
1529.18,-9.27,-17.65
1529.19,-9.25,-17.64
1529.2,-9.24,-17.66
1529.21,-9.24,-17.63
1529.22,-9.22,-17.6
1529.23,-9.2,-17.62
1529.24,-9.19,-17.58
1529.25,-9.18,-17.6
1529.26,-9.18,-17.58
1529.27,-9.17,-17.62
1529.28,-9.17,-17.59
1529.29,-9.17,-17.57
1529.3,-9.16,-17.6
1529.31,-9.16,-17.58
1529.32,-9.17,-17.57
1529.33,-9.17,-17.59
1529.34,-9.17,-17.59
1529.35,-9.17,-17.58
1529.36,-9.15,-17.66
1529.37,-9.16,-17.6
1529.38,-9.17,-17.61
1529.39,-9.17,-17.62
1529.4,-9.15,-17.62
1529.41,-9.15,-17.6
1529.42,-9.14,-17.61
1529.43,-9.16,-17.61
1529.44,-9.17,-17.61
1529.45,-9.16,-17.66
1529.46,-9.17,-17.65
1529.47,-9.17,-17.63
1529.48,-9.19,-17.65
1529.49,-9.2,-17.64
1529.5,-9.2,-17.62
1529.51,-9.2,-17.61
1529.52,-9.2,-17.61
1529.53,-9.2,-17.61
1529.54,-9.24,-17.62
1529.55,-9.24,-17.65
1529.56,-9.25,-17.63
1529.57,-9.25,-17.61
1529.58,-9.28,-17.63
1529.59,-9.3,-17.6
1529.6,-9.35,-17.6
1529.61,-9.33,-17.63
1529.62,-9.34,-17.6
1529.63,-9.34,-17.57
1529.64,-9.36,-17.59
1529.65,-9.36,-17.6
1529.66,-9.39,-17.59
1529.67,-9.38,-17.63
1529.68,-9.39,-17.59
1529.69,-9.42,-17.57
1529.7,-9.44,-17.59
1529.71,-9.44,-17.6
1529.72,-9.45,-17.57
1529.73,-9.46,-17.59
1529.74,-9.47,-17.6
1529.75,-9.49,-17.59
1529.76,-9.48,-17.6
1529.77,-9.49,-17.62
1529.78,-9.49,-17.6
1529.79,-9.51,-17.59
1529.8,-9.51,-17.61
1529.81,-9.51,-17.6
1529.82,-9.49,-17.6
1529.83,-9.49,-17.63
1529.84,-9.44,-17.63
1529.85,-9.45,-17.64
1529.86,-9.45,-17.66
1529.87,-9.44,-17.64
1529.88,-9.43,-17.62
1529.89,-9.41,-17.63
1529.9,-9.4,-17.63
1529.91,-9.39,-17.61
1529.92,-9.39,-17.63
1529.93,-9.38,-17.62
1529.94,-9.33,-17.6
1529.95,-9.31,-17.58
1529.96,-9.31,-17.6
1529.97,-9.32,-17.57
1529.98,-9.31,-17.57
1529.99,-9.29,-17.59
1530.0,-9.27,-17.55
1530.01,-9.24,-17.57
1530.02,-9.24,-17.58
1530.03,-9.25,-17.55
1530.04,-9.23,-17.56
1530.05,-9.22,-17.58
1530.06,-9.22,-17.58
1530.07,-9.19,-17.61
1530.08,-9.2,-17.6
1530.09,-9.21,-17.57
1530.1,-9.2,-17.58
1530.11,-9.19,-17.61
1530.12,-9.19,-17.59
1530.13,-9.18,-17.59
1530.14,-9.18,-17.61
1530.15,-9.18,-17.61
1530.16,-9.17,-17.62
1530.17,-9.17,-17.63
1530.18,-9.17,-17.61
1530.19,-9.17,-17.59
1530.2,-9.17,-17.6
1530.21,-9.18,-17.59
1530.22,-9.17,-17.55
1530.23,-9.15,-17.58
1530.24,-9.14,-17.61
1530.25,-9.15,-17.58
1530.26,-9.14,-17.59
1530.27,-9.16,-17.58
1530.28,-9.14,-17.57
1530.29,-9.16,-17.55
1530.3,-9.17,-17.55
1530.31,-9.17,-17.54
1530.32,-9.18,-17.55
1530.33,-9.2,-17.56
1530.34,-9.2,-17.54
1530.35,-9.21,-17.56
1530.36,-9.23,-17.56
1530.37,-9.24,-17.56
1530.38,-9.24,-17.54
1530.39,-9.24,-17.56
1530.4,-9.25,-17.56
1530.41,-9.25,-17.55
1530.42,-9.29,-17.59
1530.43,-9.31,-17.55
1530.44,-9.29,-17.57
1530.45,-9.3,-17.58
1530.46,-9.29,-17.59
1530.47,-9.3,-17.59
1530.48,-9.33,-17.57
1530.49,-9.35,-17.56
1530.5,-9.36,-17.56
1530.51,-9.36,-17.58
1530.52,-9.37,-17.58
1530.53,-9.4,-17.57
1530.54,-9.43,-17.59
1530.55,-9.43,-17.59
1530.56,-9.44,-17.58
1530.57,-9.44,-17.59
1530.58,-9.46,-17.59
1530.59,-9.49,-17.54
1530.6,-9.49,-17.56
1530.61,-9.48,-17.56
1530.62,-9.49,-17.55
1530.63,-9.49,-17.58
1530.64,-9.5,-17.61
1530.65,-9.48,-17.6
1530.66,-9.46,-17.58
1530.67,-9.44,-17.59
1530.68,-9.44,-17.55
1530.69,-9.44,-17.53
1530.7,-9.44,-17.56
1530.71,-9.41,-17.58
1530.72,-9.38,-17.58
1530.73,-9.37,-17.58
1530.74,-9.37,-17.6
1530.75,-9.36,-17.56
1530.76,-9.34,-17.57
1530.77,-9.32,-17.56
1530.78,-9.31,-17.53
1530.79,-9.31,-17.56
1530.8,-9.31,-17.56
1530.81,-9.31,-17.55
1530.82,-9.31,-17.57
1530.83,-9.3,-17.58
1530.84,-9.27,-17.56
1530.85,-9.27,-17.54
1530.86,-9.26,-17.58
1530.87,-9.26,-17.55
1530.88,-9.24,-17.55
1530.89,-9.22,-17.57
1530.9,-9.22,-17.57
1530.91,-9.23,-17.56
1530.92,-9.23,-17.58
1530.93,-9.2,-17.59
1530.94,-9.21,-17.55
1530.95,-9.19,-17.57
1530.96,-9.19,-17.57
1530.97,-9.17,-17.55
1530.98,-9.17,-17.56
1530.99,-9.18,-17.54
1531.0,-9.17,-17.54
1531.01,-9.17,-17.55
1531.02,-9.17,-17.54
1531.03,-9.17,-17.52
1531.04,-9.17,-17.54
1531.05,-9.15,-17.56
1531.06,-9.16,-17.52
1531.07,-9.16,-17.51
1531.08,-9.15,-17.52
1531.09,-9.15,-17.52
1531.1,-9.16,-17.52
1531.11,-9.17,-17.55
1531.12,-9.17,-17.55
1531.13,-9.19,-17.53
1531.14,-9.19,-17.56
1531.15,-9.2,-17.54
1531.16,-9.2,-17.52
1531.17,-9.2,-17.57
1531.18,-9.21,-17.53
1531.19,-9.24,-17.52
1531.2,-9.24,-17.57
1531.21,-9.26,-17.6
1531.22,-9.27,-17.57
1531.23,-9.27,-17.6
1531.24,-9.27,-17.6
1531.25,-9.27,-17.58
1531.26,-9.29,-17.55
1531.27,-9.31,-17.55
1531.28,-9.31,-17.55
1531.29,-9.31,-17.55
1531.3,-9.31,-17.58
1531.31,-9.34,-17.55
1531.32,-9.37,-17.55
1531.33,-9.37,-17.57
1531.34,-9.37,-17.55
1531.35,-9.37,-17.51
1531.36,-9.39,-17.52
1531.37,-9.43,-17.51
1531.38,-9.44,-17.51
1531.39,-9.44,-17.52
1531.4,-9.44,-17.51
1531.41,-9.45,-17.53
1531.42,-9.49,-17.54
1531.43,-9.5,-17.54
1531.44,-9.5,-17.54
1531.45,-9.48,-17.53
1531.46,-9.46,-17.54
1531.47,-9.47,-17.52
1531.48,-9.49,-17.53
1531.49,-9.46,-17.57
1531.5,-9.44,-17.55
1531.51,-9.43,-17.55
1531.52,-9.43,-17.56
1531.53,-9.42,-17.53
1531.54,-9.41,-17.57
1531.55,-9.39,-17.58
1531.56,-9.37,-17.56
1531.57,-9.36,-17.57
1531.58,-9.36,-17.57
1531.59,-9.37,-17.57
1531.6,-9.36,-17.57
1531.61,-9.34,-17.59
1531.62,-9.31,-17.59
1531.63,-9.32,-17.57
1531.64,-9.32,-17.55
1531.65,-9.31,-17.56
1531.66,-9.3,-17.5
1531.67,-9.29,-17.51
1531.68,-9.26,-17.53
1531.69,-9.26,-17.52
1531.7,-9.26,-17.53
1531.71,-9.24,-17.54
1531.72,-9.24,-17.5
1531.73,-9.24,-17.51
1531.74,-9.24,-17.5
1531.75,-9.23,-17.49
1531.76,-9.2,-17.51
1531.77,-9.2,-17.51
1531.78,-9.2,-17.51
1531.79,-9.2,-17.54
1531.8,-9.19,-17.53
1531.81,-9.18,-17.51
1531.82,-9.17,-17.53
1531.83,-9.18,-17.55
1531.84,-9.19,-17.53
1531.85,-9.17,-17.54
1531.86,-9.17,-17.53
1531.87,-9.17,-17.49
1531.88,-9.17,-17.5
1531.89,-9.17,-17.54
1531.9,-9.19,-17.53
1531.91,-9.19,-17.53
1531.92,-9.17,-17.54
1531.93,-9.18,-17.55
1531.94,-9.2,-17.51
1531.95,-9.2,-17.54
1531.96,-9.2,-17.53
1531.97,-9.2,-17.53
1531.98,-9.2,-17.53
1531.99,-9.2,-17.56
1532.0,-9.22,-17.57
1532.01,-9.23,-17.56
1532.02,-9.23,-17.56
1532.03,-9.21,-17.55
1532.04,-9.22,-17.53
1532.05,-9.24,-17.55
1532.06,-9.24,-17.53
1532.07,-9.24,-17.55
1532.08,-9.25,-17.54
1532.09,-9.27,-17.52
1532.1,-9.28,-17.53
1532.11,-9.3,-17.56
1532.12,-9.31,-17.53
1532.13,-9.34,-17.52
1532.14,-9.35,-17.52
1532.15,-9.38,-17.49
1532.16,-9.37,-17.5
1532.17,-9.4,-17.5
1532.18,-9.42,-17.49
1532.19,-9.42,-17.48
1532.2,-9.44,-17.51
1532.21,-9.45,-17.51
1532.22,-9.46,-17.51
1532.23,-9.47,-17.54
1532.24,-9.49,-17.54
1532.25,-9.5,-17.52
1532.26,-9.5,-17.52
1532.27,-9.47,-17.54
1532.28,-9.48,-17.51
1532.29,-9.47,-17.54
1532.3,-9.49,-17.56
1532.31,-9.48,-17.55
1532.32,-9.49,-17.54
1532.33,-9.47,-17.56
1532.34,-9.44,-17.55
1532.35,-9.44,-17.53
1532.36,-9.44,-17.55
1532.37,-9.42,-17.52
1532.38,-9.41,-17.52
1532.39,-9.38,-17.55
1532.4,-9.37,-17.53
1532.41,-9.37,-17.51
1532.42,-9.38,-17.53
1532.43,-9.39,-17.52
1532.44,-9.37,-17.47
1532.45,-9.37,-17.5
1532.46,-9.34,-17.5
1532.47,-9.34,-17.46
1532.48,-9.34,-17.49
1532.49,-9.34,-17.52
1532.5,-9.31,-17.49
1532.51,-9.29,-17.51
1532.52,-9.27,-17.51
1532.53,-9.27,-17.47
1532.54,-9.26,-17.48
1532.55,-9.25,-17.49
1532.56,-9.24,-17.47
1532.57,-9.21,-17.5
1532.58,-9.19,-17.53
1532.59,-9.2,-17.51
1532.6,-9.19,-17.52
1532.61,-9.2,-17.54
1532.62,-9.19,-17.53
1532.63,-9.2,-17.51
1532.64,-9.19,-17.52
1532.65,-9.2,-17.5
1532.66,-9.19,-17.51
1532.67,-9.19,-17.54
1532.68,-9.19,-17.52
1532.69,-9.17,-17.53
1532.7,-9.17,-17.52
1532.71,-9.17,-17.54
1532.72,-9.17,-17.52
1532.73,-9.17,-17.49
1532.74,-9.19,-17.5
1532.75,-9.17,-17.47
1532.76,-9.17,-17.46
1532.77,-9.17,-17.48
1532.78,-9.17,-17.49
1532.79,-9.18,-17.48
1532.8,-9.19,-17.52
1532.81,-9.2,-17.49
1532.82,-9.2,-17.47
1532.83,-9.2,-17.5
1532.84,-9.2,-17.48
1532.85,-9.23,-17.47
1532.86,-9.24,-17.48
1532.87,-9.24,-17.47
1532.88,-9.24,-17.47
1532.89,-9.24,-17.51
1532.9,-9.24,-17.5
1532.91,-9.28,-17.44
1532.92,-9.29,-17.49
1532.93,-9.31,-17.47
1532.94,-9.31,-17.47
1532.95,-9.32,-17.49
1532.96,-9.34,-17.52
1532.97,-9.36,-17.48
1532.98,-9.37,-17.51
1532.99,-9.37,-17.53
1533.0,-9.36,-17.52
1533.01,-9.38,-17.5
1533.02,-9.4,-17.53
1533.03,-9.41,-17.48
1533.04,-9.41,-17.49
1533.05,-9.43,-17.51
1533.06,-9.45,-17.49
1533.07,-9.45,-17.49
1533.08,-9.46,-17.52
1533.09,-9.45,-17.51
1533.1,-9.47,-17.5
1533.11,-9.49,-17.52
1533.12,-9.51,-17.51
1533.13,-9.49,-17.49
1533.14,-9.49,-17.51
1533.15,-9.49,-17.49
1533.16,-9.49,-17.47
1533.17,-9.47,-17.5
1533.18,-9.47,-17.51
1533.19,-9.45,-17.49
1533.2,-9.44,-17.5
1533.21,-9.43,-17.48
1533.22,-9.41,-17.45
1533.23,-9.41,-17.45
1533.24,-9.39,-17.49
1533.25,-9.4,-17.44
1533.26,-9.37,-17.43
1533.27,-9.36,-17.46
1533.28,-9.34,-17.44
1533.29,-9.34,-17.46
1533.3,-9.33,-17.47
1533.31,-9.32,-17.48
1533.32,-9.29,-17.47
1533.33,-9.29,-17.49
1533.34,-9.29,-17.48
1533.35,-9.29,-17.47
1533.36,-9.29,-17.49
1533.37,-9.29,-17.52
1533.38,-9.26,-17.5
1533.39,-9.24,-17.53
1533.4,-9.24,-17.52
1533.41,-9.24,-17.48
1533.42,-9.25,-17.48
1533.43,-9.22,-17.48
1533.44,-9.22,-17.48
1533.45,-9.22,-17.45
1533.46,-9.22,-17.48
1533.47,-9.22,-17.48
1533.48,-9.22,-17.48
1533.49,-9.2,-17.49
1533.5,-9.2,-17.45
1533.51,-9.19,-17.45
1533.52,-9.2,-17.44
1533.53,-9.2,-17.43
1533.54,-9.2,-17.42
1533.55,-9.19,-17.45
1533.56,-9.17,-17.45
1533.57,-9.17,-17.43
1533.58,-9.18,-17.44
1533.59,-9.17,-17.45
1533.6,-9.19,-17.44
1533.61,-9.19,-17.44
1533.62,-9.19,-17.44
1533.63,-9.17,-17.43
1533.64,-9.19,-17.44
1533.65,-9.2,-17.46
1533.66,-9.2,-17.45
1533.67,-9.2,-17.48
1533.68,-9.2,-17.51
1533.69,-9.22,-17.47
1533.7,-9.22,-17.47
1533.71,-9.23,-17.47
1533.72,-9.22,-17.48
1533.73,-9.24,-17.48
1533.74,-9.26,-17.51
1533.75,-9.27,-17.49
1533.76,-9.27,-17.48
1533.77,-9.29,-17.49
1533.78,-9.31,-17.49
1533.79,-9.31,-17.47
1533.8,-9.31,-17.47
1533.81,-9.32,-17.46
1533.82,-9.35,-17.43
1533.83,-9.35,-17.47
1533.84,-9.36,-17.46
1533.85,-9.36,-17.44
1533.86,-9.37,-17.47
1533.87,-9.39,-17.48
1533.88,-9.41,-17.45
1533.89,-9.41,-17.47
1533.9,-9.43,-17.48
1533.91,-9.43,-17.44
1533.92,-9.44,-17.43
1533.93,-9.45,-17.47
1533.94,-9.46,-17.44
1533.95,-9.46,-17.45
1533.96,-9.44,-17.49
1533.97,-9.46,-17.47
1533.98,-9.47,-17.45
1533.99,-9.47,-17.47
1534.0,-9.44,-17.45
1534.01,-9.44,-17.43
1534.02,-9.43,-17.46
1534.03,-9.44,-17.47
1534.04,-9.43,-17.45
1534.05,-9.43,-17.47
1534.06,-9.39,-17.48
1534.07,-9.39,-17.48
1534.08,-9.38,-17.48
1534.09,-9.36,-17.48
1534.1,-9.36,-17.42
1534.11,-9.35,-17.42
1534.12,-9.32,-17.44
1534.13,-9.32,-17.45
1534.14,-9.32,-17.46
1534.15,-9.33,-17.47
1534.16,-9.32,-17.45
1534.17,-9.31,-17.45
1534.18,-9.31,-17.46
1534.19,-9.29,-17.45
1534.2,-9.3,-17.41
1534.21,-9.27,-17.45
1534.22,-9.27,-17.43
1534.23,-9.26,-17.43
1534.24,-9.25,-17.49
1534.25,-9.24,-17.48
1534.26,-9.24,-17.45
1534.27,-9.24,-17.45
1534.28,-9.24,-17.43
1534.29,-9.22,-17.39
1534.3,-9.22,-17.43
1534.31,-9.19,-17.43
1534.32,-9.19,-17.42
1534.33,-9.2,-17.41
1534.34,-9.2,-17.45
1534.35,-9.21,-17.42
1534.36,-9.2,-17.41
1534.37,-9.2,-17.43
1534.38,-9.18,-17.42
1534.39,-9.19,-17.42
1534.4,-9.2,-17.44
1534.41,-9.2,-17.44
1534.42,-9.19,-17.43
1534.43,-9.2,-17.44
1534.44,-9.19,-17.44
1534.45,-9.21,-17.45
1534.46,-9.21,-17.47
1534.47,-9.2,-17.46
1534.48,-9.2,-17.44
1534.49,-9.22,-17.45
1534.5,-9.21,-17.44
1534.51,-9.23,-17.41
1534.52,-9.22,-17.44
1534.53,-9.22,-17.46
1534.54,-9.22,-17.43
1534.55,-9.23,-17.44
1534.56,-9.24,-17.45
1534.57,-9.27,-17.41
1534.58,-9.25,-17.43
1534.59,-9.26,-17.43
1534.6,-9.27,-17.39
1534.61,-9.27,-17.39
1534.62,-9.31,-17.4
1534.63,-9.31,-17.4
1534.64,-9.31,-17.41
1534.65,-9.34,-17.42
1534.66,-9.36,-17.4
1534.67,-9.37,-17.39
1534.68,-9.37,-17.42
1534.69,-9.37,-17.44
1534.7,-9.38,-17.42
1534.71,-9.4,-17.43
1534.72,-9.41,-17.43
1534.73,-9.41,-17.43
1534.74,-9.43,-17.44
1534.75,-9.44,-17.47
1534.76,-9.44,-17.49
1534.77,-9.46,-17.48
1534.78,-9.44,-17.51
1534.79,-9.46,-17.46
1534.8,-9.46,-17.47
1534.81,-9.48,-17.46
1534.82,-9.46,-17.45
1534.83,-9.44,-17.46
1534.84,-9.43,-17.47
1534.85,-9.44,-17.45
1534.86,-9.44,-17.44
1534.87,-9.42,-17.46
1534.88,-9.41,-17.41
1534.89,-9.38,-17.4
1534.9,-9.37,-17.41
1534.91,-9.37,-17.39
1534.92,-9.37,-17.38
1534.93,-9.37,-17.42
1534.94,-9.37,-17.4
1534.95,-9.36,-17.39
1534.96,-9.35,-17.41
1534.97,-9.36,-17.39
1534.98,-9.35,-17.37
1534.99,-9.33,-17.37
1535.0,-9.32,-17.37
1535.01,-9.29,-17.35
1535.02,-9.31,-17.37
1535.03,-9.3,-17.39
1535.04,-9.3,-17.37
1535.05,-9.29,-17.4
1535.06,-9.26,-17.43
1535.07,-9.26,-17.4
1535.08,-9.24,-17.41
1535.09,-9.25,-17.43
1535.1,-9.25,-17.4
1535.11,-9.24,-17.43
1535.12,-9.23,-17.44
1535.13,-9.21,-17.43
1535.14,-9.22,-17.43
1535.15,-9.22,-17.46
1535.16,-9.23,-17.44
1535.17,-9.22,-17.41
1535.18,-9.21,-17.44
1535.19,-9.21,-17.43
1535.2,-9.19,-17.41
1535.21,-9.19,-17.4
1535.22,-9.17,-17.46
1535.23,-9.19,-17.42
1535.24,-9.19,-17.42
1535.25,-9.19,-17.42
1535.26,-9.17,-17.42
1535.27,-9.19,-17.38
1535.28,-9.19,-17.4
1535.29,-9.2,-17.39
1535.3,-9.2,-17.38
1535.31,-9.2,-17.37
1535.32,-9.2,-17.37
1535.33,-9.2,-17.36
1535.34,-9.2,-17.38
1535.35,-9.21,-17.37
1535.36,-9.23,-17.35
1535.37,-9.22,-17.36
1535.38,-9.24,-17.35
1535.39,-9.24,-17.34
1535.4,-9.24,-17.36
1535.41,-9.24,-17.38
1535.42,-9.29,-17.36
1535.43,-9.27,-17.39
1535.44,-9.28,-17.39
1535.45,-9.3,-17.38
1535.46,-9.31,-17.36
1535.47,-9.31,-17.43
1535.48,-9.32,-17.4
1535.49,-9.32,-17.38
1535.5,-9.32,-17.42
1535.51,-9.36,-17.4
1535.52,-9.37,-17.43
1535.53,-9.39,-17.46
1535.54,-9.39,-17.43
1535.55,-9.38,-17.43
1535.56,-9.41,-17.44
1535.57,-9.42,-17.44
1535.58,-9.44,-17.42
1535.59,-9.46,-17.44
1535.6,-9.44,-17.43
1535.61,-9.44,-17.4
1535.62,-9.44,-17.46
1535.63,-9.48,-17.42
1535.64,-9.48,-17.41
1535.65,-9.48,-17.41
1535.66,-9.49,-17.41
1535.67,-9.5,-17.37
1535.68,-9.5,-17.38
1535.69,-9.48,-17.37
1535.7,-9.48,-17.34
1535.71,-9.44,-17.38
1535.72,-9.44,-17.38
1535.73,-9.43,-17.36
1535.74,-9.43,-17.35
1535.75,-9.41,-17.39
