L,O,1
1525.63,-9.42,-49.85
1525.64,-9.43,-49.77
1525.65,-9.45,-49.7
1525.66,-9.46,-49.82
1525.67,-9.48,-49.84
1525.68,-9.48,-49.66
1525.69,-9.49,-49.66
1525.7,-9.49,-49.76
1525.71,-9.51,-49.69
1525.72,-9.51,-49.58
1525.73,-9.51,-49.65
1525.74,-9.5,-49.63
1525.75,-9.48,-49.52
1525.76,-9.48,-49.58
1525.77,-9.49,-49.58
1525.78,-9.48,-49.55
1525.79,-9.46,-49.61
1525.8,-9.44,-49.67
1525.81,-9.44,-49.58
1525.82,-9.44,-49.63
1525.83,-9.43,-49.62
1525.84,-9.41,-49.55
1525.85,-9.38,-49.61
1525.86,-9.36,-49.61
1525.87,-9.32,-49.67
1525.88,-9.32,-49.76
1525.89,-9.31,-49.72
1525.9,-9.29,-49.76
1525.91,-9.27,-49.78
1525.92,-9.24,-49.77
1525.93,-9.24,-49.73
1525.94,-9.24,-49.73
1525.95,-9.22,-49.95
1525.96,-9.21,-49.77
1525.97,-9.19,-49.83
1525.98,-9.17,-50.11
1525.99,-9.17,-49.88
1526.0,-9.17,-49.85
1526.01,-9.17,-49.87
1526.02,-9.15,-49.98
1526.03,-9.15,-50.04
1526.04,-9.15,-49.92
1526.05,-9.14,-49.93
1526.06,-9.15,-49.94
1526.07,-9.13,-50.05
1526.08,-9.13,-50.0
1526.09,-9.12,-50.05
1526.1,-9.13,-50.11
1526.11,-9.12,-50.0
1526.12,-9.12,-50.08
1526.13,-9.12,-49.98
1526.14,-9.12,-50.09
1526.15,-9.13,-50.03
1526.16,-9.15,-50.17
1526.17,-9.14,-50.14
1526.18,-9.14,-50.1
1526.19,-9.14,-50.07
1526.2,-9.15,-50.02
1526.21,-9.14,-50.19
1526.22,-9.14,-50.17
1526.23,-9.14,-50.17
1526.24,-9.16,-50.23
1526.25,-9.17,-50.12
1526.26,-9.17,-50.07
1526.27,-9.2,-50.06
1526.28,-9.2,-50.13
1526.29,-9.2,-50.09
1526.3,-9.22,-50.17
1526.31,-9.24,-50.14
1526.32,-9.24,-50.04
1526.33,-9.26,-50.1
1526.34,-9.28,-50.1
1526.35,-9.3,-50.07
1526.36,-9.31,-50.14
1526.37,-9.34,-49.91
1526.38,-9.33,-50.06
1526.39,-9.35,-50.01
1526.4,-9.37,-49.83
1526.41,-9.39,-50.01
1526.42,-9.39,-49.97
1526.43,-9.4,-49.91
1526.44,-9.43,-49.82
1526.45,-9.44,-49.75
1526.46,-9.44,-49.79
1526.47,-9.46,-49.78
1526.48,-9.48,-49.73
1526.49,-9.49,-49.81
1526.5,-9.5,-49.83
1526.51,-9.51,-49.79
1526.52,-9.51,-49.76
1526.53,-9.5,-49.77
1526.54,-9.5,-49.65
1526.55,-9.51,-49.72
1526.56,-9.51,-49.72
1526.57,-9.52,-49.75
1526.58,-9.52,-49.71
1526.59,-9.51,-49.56
1526.6,-9.51,-49.62
1526.61,-9.48,-49.64
1526.62,-9.47,-49.68
1526.63,-9.46,-49.7
1526.64,-9.44,-49.63
1526.65,-9.43,-49.68
1526.66,-9.42,-49.69
1526.67,-9.41,-49.7
1526.68,-9.39,-49.7
1526.69,-9.37,-49.71
1526.7,-9.37,-49.61
1526.71,-9.34,-49.77
1526.72,-9.31,-49.76
1526.73,-9.29,-49.8
1526.74,-9.28,-49.88
1526.75,-9.27,-49.87
1526.76,-9.26,-49.85
1526.77,-9.24,-49.9
1526.78,-9.22,-49.99
1526.79,-9.21,-49.85
1526.8,-9.22,-49.91
1526.81,-9.19,-49.93
1526.82,-9.17,-49.97
1526.83,-9.15,-49.99
1526.84,-9.17,-49.95
1526.85,-9.16,-49.95
1526.86,-9.17,-49.96
1526.87,-9.16,-50.07
1526.88,-9.14,-50.0
1526.89,-9.12,-50.02
1526.9,-9.12,-50.03
1526.91,-9.11,-50.09
1526.92,-9.11,-50.11
1526.93,-9.1,-50.15
1526.94,-9.1,-50.01
1526.95,-9.1,-50.06
1526.96,-9.1,-50.19
1526.97,-9.11,-50.11
1526.98,-9.12,-50.21
1526.99,-9.1,-50.21
1527.0,-9.09,-50.24
1527.01,-9.1,-50.3
1527.02,-9.12,-50.32
1527.03,-9.12,-50.13
1527.04,-9.12,-50.19
1527.05,-9.12,-50.2
1527.06,-9.14,-50.18
1527.07,-9.16,-50.18
1527.08,-9.17,-50.11
1527.09,-9.17,-50.17
1527.1,-9.17,-50.11
1527.11,-9.19,-50.22
1527.12,-9.21,-50.23
1527.13,-9.24,-50.12
1527.14,-9.24,-50.28
1527.15,-9.26,-50.25
1527.16,-9.27,-50.16
1527.17,-9.27,-50.06
1527.18,-9.29,-50.11
1527.19,-9.31,-50.1
1527.2,-9.31,-49.96
1527.21,-9.32,-50.13
1527.22,-9.33,-50.06
1527.23,-9.37,-50.14
1527.24,-9.37,-50.02
1527.25,-9.39,-50.01
1527.26,-9.42,-50.03
1527.27,-9.44,-49.96
1527.28,-9.44,-49.91
1527.29,-9.48,-49.88
1527.3,-9.48,-49.83
1527.31,-9.5,-49.81
1527.32,-9.51,-49.73
1527.33,-9.51,-49.84
1527.34,-9.51,-49.78
1527.35,-9.52,-49.75
1527.36,-9.56,-49.7
1527.37,-9.57,-49.64
1527.38,-9.57,-49.72
1527.39,-9.55,-49.69
1527.4,-9.53,-49.77
1527.41,-9.55,-49.72
1527.42,-9.55,-49.65
1527.43,-9.53,-49.64
1527.44,-9.51,-49.61
1527.45,-9.49,-49.64
1527.46,-9.46,-49.67
1527.47,-9.46,-49.74
1527.48,-9.44,-49.75
1527.49,-9.44,-49.7
1527.5,-9.42,-49.66
1527.51,-9.38,-49.77
1527.52,-9.37,-49.77
1527.53,-9.34,-49.8
1527.54,-9.33,-49.79
1527.55,-9.32,-49.72
1527.56,-9.32,-49.81
1527.57,-9.27,-49.85
1527.58,-9.26,-49.9
1527.59,-9.24,-49.9
1527.6,-9.25,-49.84
1527.61,-9.24,-49.95
1527.62,-9.24,-49.85
1527.63,-9.21,-49.9
1527.64,-9.19,-49.88
1527.65,-9.19,-49.97
1527.66,-9.2,-49.96
1527.67,-9.19,-50.01
1527.68,-9.17,-50.03
1527.69,-9.17,-50.07
1527.7,-9.16,-50.02
1527.71,-9.15,-49.97
1527.72,-9.15,-50.01
1527.73,-9.12,-50.19
1527.74,-9.11,-50.08
1527.75,-9.1,-50.14
1527.76,-9.12,-50.22
1527.77,-9.11,-50.13
1527.78,-9.11,-50.14
1527.79,-9.1,-50.13
1527.8,-9.1,-50.24
1527.81,-9.1,-50.17
1527.82,-9.11,-50.18
1527.83,-9.12,-50.09
1527.84,-9.12,-50.27
1527.85,-9.12,-50.25
1527.86,-9.12,-50.19
1527.87,-9.14,-50.15
1527.88,-9.16,-50.2
1527.89,-9.17,-50.28
1527.9,-9.17,-50.21
1527.91,-9.17,-50.3
1527.92,-9.18,-50.32
1527.93,-9.19,-50.26
1527.94,-9.17,-50.27
1527.95,-9.17,-50.26
1527.96,-9.19,-50.37
1527.97,-9.22,-50.31
1527.98,-9.22,-50.3
1527.99,-9.23,-50.25
1528.0,-9.23,-50.19
1528.01,-9.24,-50.24
1528.02,-9.27,-50.21
1528.03,-9.31,-50.07
1528.04,-9.31,-50.16
1528.05,-9.31,-50.29
1528.06,-9.32,-50.16
1528.07,-9.36,-50.2
1528.08,-9.37,-50.18
1528.09,-9.42,-50.15
1528.1,-9.41,-50.01
1528.11,-9.42,-50.09
1528.12,-9.44,-49.95
1528.13,-9.47,-49.89
1528.14,-9.49,-49.98
1528.15,-9.48,-49.92
1528.16,-9.49,-49.87
1528.17,-9.49,-49.9
1528.18,-9.51,-49.86
1528.19,-9.53,-49.84
1528.2,-9.52,-49.81
1528.21,-9.51,-49.81
1528.22,-9.51,-49.8
1528.23,-9.51,-49.84
1528.24,-9.52,-49.73
1528.25,-9.51,-49.69
1528.26,-9.51,-49.7
1528.27,-9.49,-49.79
1528.28,-9.5,-49.73
1528.29,-9.5,-49.67
1528.3,-9.48,-49.69
1528.31,-9.46,-49.83
1528.32,-9.43,-49.74
1528.33,-9.41,-49.83
1528.34,-9.4,-49.79
1528.35,-9.39,-49.77
1528.36,-9.37,-49.77
1528.37,-9.37,-49.77
1528.38,-9.36,-49.78
1528.39,-9.34,-49.86
1528.4,-9.32,-49.83
1528.41,-9.32,-49.86
1528.42,-9.3,-49.83
1528.43,-9.27,-49.86
1528.44,-9.24,-49.82
1528.45,-9.24,-50.06
1528.46,-9.24,-50.0
1528.47,-9.24,-50.08
1528.48,-9.22,-50.04
1528.49,-9.23,-49.99
1528.5,-9.19,-49.98
1528.51,-9.18,-50.03
1528.52,-9.15,-50.01
1528.53,-9.17,-50.24
1528.54,-9.16,-50.04
1528.55,-9.15,-50.09
1528.56,-9.14,-50.05
1528.57,-9.14,-50.11
1528.58,-9.15,-50.12
1528.59,-9.15,-50.27
1528.6,-9.14,-50.2
1528.61,-9.14,-50.15
1528.62,-9.14,-50.27
1528.63,-9.15,-50.21
1528.64,-9.14,-50.23
1528.65,-9.12,-50.21
1528.66,-9.12,-50.29
1528.67,-9.14,-50.2
1528.68,-9.15,-50.26
1528.69,-9.15,-50.21
1528.7,-9.15,-50.24
1528.71,-9.17,-50.36
1528.72,-9.15,-50.37
1528.73,-9.17,-50.31
1528.74,-9.16,-50.33
1528.75,-9.17,-50.41
1528.76,-9.17,-50.46
1528.77,-9.19,-50.32
1528.78,-9.19,-50.24
1528.79,-9.2,-50.25
1528.8,-9.2,-50.28
1528.81,-9.2,-50.3
1528.82,-9.24,-50.23
1528.83,-9.24,-50.24
1528.84,-9.25,-50.24
1528.85,-9.25,-50.23
1528.86,-9.27,-50.23
1528.87,-9.3,-50.12
1528.88,-9.34,-50.16
1528.89,-9.34,-50.19
1528.9,-9.35,-50.23
1528.91,-9.36,-50.21
1528.92,-9.37,-50.2
1528.93,-9.38,-50.09
1528.94,-9.4,-50.11
1528.95,-9.39,-50.07
1528.96,-9.41,-50.06
1528.97,-9.43,-50.01
1528.98,-9.47,-50.04
1528.99,-9.49,-50.05
1529.0,-9.51,-49.96
1529.01,-9.5,-49.98
1529.02,-9.49,-49.92
1529.03,-9.51,-49.94
1529.04,-9.52,-49.88
1529.05,-9.52,-49.9
1529.06,-9.51,-49.88
1529.07,-9.49,-49.79
1529.08,-9.49,-49.86
1529.09,-9.51,-49.9
1529.1,-9.51,-49.79
1529.11,-9.49,-49.88
1529.12,-9.46,-49.84
1529.13,-9.45,-49.85
1529.14,-9.44,-49.67
1529.15,-9.44,-49.84
1529.16,-9.44,-49.89
1529.17,-9.42,-49.87
1529.18,-9.39,-49.82
1529.19,-9.41,-49.85
1529.2,-9.39,-49.78
1529.21,-9.36,-49.81
1529.22,-9.34,-49.82
1529.23,-9.32,-49.94
1529.24,-9.32,-49.82
1529.25,-9.3,-49.9
1529.26,-9.29,-49.9
1529.27,-9.29,-49.85
1529.28,-9.27,-49.99
1529.29,-9.25,-49.92
1529.3,-9.25,-50.01
1529.31,-9.24,-49.82
1529.32,-9.23,-49.99
1529.33,-9.22,-50.14
1529.34,-9.22,-50.15
1529.35,-9.19,-49.96
1529.36,-9.2,-50.02
1529.37,-9.17,-50.04
1529.38,-9.17,-50.12
1529.39,-9.15,-50.2
1529.4,-9.16,-50.06
1529.41,-9.16,-50.17
1529.42,-9.15,-50.15
1529.43,-9.14,-50.26
1529.44,-9.13,-50.25
1529.45,-9.11,-50.31
1529.46,-9.12,-50.27
1529.47,-9.12,-50.16
1529.48,-9.12,-50.22
1529.49,-9.12,-50.22
1529.5,-9.12,-50.33
1529.51,-9.12,-50.38
1529.52,-9.13,-50.33
1529.53,-9.14,-50.46
1529.54,-9.13,-50.35
1529.55,-9.12,-50.33
1529.56,-9.13,-50.39
1529.57,-9.14,-50.31
1529.58,-9.15,-50.29
1529.59,-9.17,-50.26
1529.6,-9.17,-50.34
1529.61,-9.17,-50.37
1529.62,-9.19,-50.34
1529.63,-9.2,-50.25
1529.64,-9.21,-50.3
1529.65,-9.22,-50.29
1529.66,-9.22,-50.38
1529.67,-9.24,-50.33
1529.68,-9.25,-50.31
1529.69,-9.28,-50.19
1529.7,-9.29,-50.22
1529.71,-9.31,-50.08
1529.72,-9.31,-50.26
1529.73,-9.31,-50.18
1529.74,-9.32,-50.25
1529.75,-9.33,-50.11
1529.76,-9.35,-50.09
1529.77,-9.37,-50.11
1529.78,-9.37,-50.2
1529.79,-9.39,-50.0
1529.8,-9.42,-49.99
1529.81,-9.44,-49.98
1529.82,-9.44,-49.95
1529.83,-9.44,-49.95
1529.84,-9.45,-49.97
1529.85,-9.48,-49.96
1529.86,-9.5,-49.94
1529.87,-9.48,-49.79
1529.88,-9.51,-49.92
1529.89,-9.51,-49.72
1529.9,-9.52,-49.88
1529.91,-9.52,-49.84
1529.92,-9.51,-49.8
1529.93,-9.49,-49.75
1529.94,-9.49,-49.83
1529.95,-9.46,-49.88
1529.96,-9.47,-49.89
1529.97,-9.44,-49.89
1529.98,-9.43,-49.9
1529.99,-9.4,-49.84
1530.0,-9.4,-49.92
1530.01,-9.39,-49.87
1530.02,-9.39,-49.8
1530.03,-9.37,-49.88
1530.04,-9.34,-49.89
1530.05,-9.32,-49.97
1530.06,-9.31,-49.99
1530.07,-9.31,-49.87
1530.08,-9.31,-49.94
1530.09,-9.31,-49.95
1530.1,-9.29,-49.9
1530.11,-9.28,-50.0
1530.12,-9.27,-50.07
1530.13,-9.27,-50.12
1530.14,-9.27,-50.04
1530.15,-9.24,-50.09
1530.16,-9.22,-50.04
1530.17,-9.24,-49.93
1530.18,-9.21,-50.08
1530.19,-9.2,-50.02
1530.2,-9.19,-50.03
1530.21,-9.17,-50.13
1530.22,-9.17,-50.11
1530.23,-9.17,-50.1
1530.24,-9.17,-50.17
1530.25,-9.17,-50.09
1530.26,-9.15,-50.18
1530.27,-9.15,-50.25
1530.28,-9.12,-50.09
1530.29,-9.14,-50.25
1530.3,-9.13,-50.2
1530.31,-9.14,-50.15
1530.32,-9.14,-50.27
1530.33,-9.14,-50.21
1530.34,-9.14,-50.23
1530.35,-9.15,-50.23
1530.36,-9.15,-50.28
1530.37,-9.17,-50.17
1530.38,-9.17,-50.36
1530.39,-9.17,-50.26
1530.4,-9.17,-50.41
1530.41,-9.19,-50.28
1530.42,-9.19,-50.37
1530.43,-9.19,-50.4
1530.44,-9.2,-50.15
1530.45,-9.2,-50.22
1530.46,-9.21,-50.34
1530.47,-9.22,-50.37
1530.48,-9.22,-50.39
1530.49,-9.2,-50.42
1530.5,-9.22,-50.32
1530.51,-9.24,-50.45
1530.52,-9.27,-50.42
1530.53,-9.29,-50.32
1530.54,-9.29,-50.38
1530.55,-9.29,-50.3
1530.56,-9.31,-50.28
1530.57,-9.33,-50.22
1530.58,-9.35,-50.21
1530.59,-9.34,-50.22
1530.6,-9.34,-50.18
1530.61,-9.38,-50.24
1530.62,-9.4,-50.24
1530.63,-9.42,-50.14
1530.64,-9.41,-49.97
1530.65,-9.41,-50.06
1530.66,-9.44,-50.1
1530.67,-9.44,-49.96
1530.68,-9.45,-49.95
1530.69,-9.48,-49.93
1530.7,-9.46,-49.92
1530.71,-9.44,-49.99
1530.72,-9.46,-50.03
1530.73,-9.5,-49.91
1530.74,-9.5,-49.87
1530.75,-9.49,-49.98
1530.76,-9.46,-49.86
1530.77,-9.44,-49.99
1530.78,-9.44,-49.9
1530.79,-9.46,-49.79
1530.8,-9.44,-50.03
1530.81,-9.42,-49.89
1530.82,-9.4,-49.89
1530.83,-9.38,-49.88
1530.84,-9.39,-49.86
1530.85,-9.38,-49.93
1530.86,-9.38,-49.82
1530.87,-9.36,-50.02
1530.88,-9.36,-49.92
1530.89,-9.34,-49.89
1530.9,-9.35,-49.93
1530.91,-9.34,-49.85
1530.92,-9.35,-50.02
1530.93,-9.32,-50.08
1530.94,-9.29,-50.01
1530.95,-9.3,-49.88
1530.96,-9.29,-50.03
1530.97,-9.27,-50.05
1530.98,-9.24,-50.06
1530.99,-9.24,-50.1
1531.0,-9.22,-50.07
1531.01,-9.22,-50.08
1531.02,-9.21,-50.14
1531.03,-9.19,-50.2
1531.04,-9.17,-50.24
1531.05,-9.18,-50.19
1531.06,-9.17,-50.19
1531.07,-9.17,-50.17
1531.08,-9.17,-50.33
1531.09,-9.17,-50.25
1531.1,-9.17,-50.35
1531.11,-9.17,-50.31
1531.12,-9.17,-50.31
1531.13,-9.17,-50.31
1531.14,-9.17,-50.28
1531.15,-9.17,-50.3
1531.16,-9.16,-50.35
1531.17,-9.17,-50.29
1531.18,-9.17,-50.38
1531.19,-9.17,-50.33
1531.2,-9.17,-50.37
1531.21,-9.18,-50.35
1531.22,-9.19,-50.29
1531.23,-9.22,-50.17
1531.24,-9.19,-50.27
1531.25,-9.23,-50.29
1531.26,-9.24,-50.2
1531.27,-9.22,-50.4
1531.28,-9.21,-50.28
1531.29,-9.23,-50.29
1531.3,-9.24,-50.26
1531.31,-9.24,-50.32
1531.32,-9.25,-50.33
1531.33,-9.25,-50.27
1531.34,-9.25,-50.32
1531.35,-9.26,-50.3
1531.36,-9.31,-50.21
1531.37,-9.31,-50.12
1531.38,-9.31,-50.1
1531.39,-9.29,-50.22
1531.4,-9.31,-50.27
1531.41,-9.34,-50.26
1531.42,-9.37,-50.11
1531.43,-9.36,-50.24
1531.44,-9.37,-50.26
1531.45,-9.37,-50.26
1531.46,-9.4,-50.21
1531.47,-9.43,-50.15
1531.48,-9.43,-50.09
1531.49,-9.43,-50.14
1531.5,-9.44,-50.08
1531.51,-9.45,-50.11
1531.52,-9.48,-50.08
1531.53,-9.48,-50.04
1531.54,-9.46,-50.06
1531.55,-9.46,-50.08
1531.56,-9.48,-50.07
1531.57,-9.49,-50.01
1531.58,-9.49,-49.91
1531.59,-9.49,-49.84
1531.6,-9.47,-49.99
1531.61,-9.47,-49.91
1531.62,-9.49,-49.83
1531.63,-9.48,-49.87
1531.64,-9.45,-49.82
1531.65,-9.43,-49.84
1531.66,-9.4,-49.82
1531.67,-9.39,-49.75
1531.68,-9.4,-49.86
1531.69,-9.39,-49.91
1531.7,-9.38,-49.95
1531.71,-9.37,-49.79
1531.72,-9.37,-49.8
1531.73,-9.34,-49.9
1531.74,-9.32,-49.81
1531.75,-9.32,-49.81
1531.76,-9.31,-49.93
1531.77,-9.31,-49.89
1531.78,-9.31,-49.87
1531.79,-9.27,-49.9
1531.8,-9.27,-49.97
1531.81,-9.25,-49.93
1531.82,-9.27,-49.91
1531.83,-9.25,-50.1
1531.84,-9.24,-50.09
1531.85,-9.2,-50.05
1531.86,-9.19,-50.07
1531.87,-9.19,-50.08
1531.88,-9.2,-50.14
1531.89,-9.19,-50.26
1531.9,-9.19,-50.09
1531.91,-9.17,-50.13
1531.92,-9.18,-50.14
1531.93,-9.18,-50.22
1531.94,-9.2,-50.26
1531.95,-9.18,-50.33
1531.96,-9.17,-50.35
1531.97,-9.17,-50.34
1531.98,-9.17,-50.38
1531.99,-9.17,-50.42
1532.0,-9.19,-50.34
1532.01,-9.17,-50.38
1532.02,-9.15,-50.43
1532.03,-9.17,-50.44
1532.04,-9.18,-50.42
1532.05,-9.19,-50.46
1532.06,-9.19,-50.49
1532.07,-9.19,-50.45
1532.08,-9.19,-50.47
1532.09,-9.19,-50.45
1532.1,-9.2,-50.34
1532.11,-9.24,-50.32
1532.12,-9.24,-50.49
1532.13,-9.24,-50.33
1532.14,-9.24,-50.32
1532.15,-9.26,-50.37
1532.16,-9.28,-50.3
1532.17,-9.28,-50.24
1532.18,-9.31,-50.29
1532.19,-9.29,-50.15
1532.2,-9.31,-50.14
1532.21,-9.32,-50.21
1532.22,-9.34,-50.16
1532.23,-9.36,-50.12
1532.24,-9.37,-50.08
1532.25,-9.36,-50.0
1532.26,-9.37,-50.05
1532.27,-9.36,-50.06
1532.28,-9.38,-50.03
1532.29,-9.39,-49.93
1532.3,-9.41,-49.91
1532.31,-9.43,-49.85
1532.32,-9.43,-49.9
1532.33,-9.44,-49.91
1532.34,-9.48,-49.86
1532.35,-9.51,-49.87
1532.36,-9.49,-49.86
1532.37,-9.46,-49.96
1532.38,-9.48,-49.99
1532.39,-9.48,-49.93
1532.4,-9.5,-49.85
1532.41,-9.51,-49.89
1532.42,-9.51,-49.87
1532.43,-9.5,-49.92
1532.44,-9.48,-49.91
1532.45,-9.48,-50.0
1532.46,-9.48,-49.93
1532.47,-9.48,-49.97
1532.48,-9.46,-50.01
1532.49,-9.43,-49.98
1532.5,-9.39,-49.99
1532.51,-9.4,-50.03
1532.52,-9.43,-50.05
1532.53,-9.4,-49.98
1532.54,-9.37,-50.09
1532.55,-9.37,-50.18
1532.56,-9.32,-49.98
1532.57,-9.31,-50.11
1532.58,-9.32,-50.06
1532.59,-9.32,-50.12
1532.6,-9.31,-50.13
1532.61,-9.29,-50.17
1532.62,-9.29,-50.09
1532.63,-9.28,-50.13
1532.64,-9.29,-50.12
1532.65,-9.26,-50.07
1532.66,-9.25,-50.12
1532.67,-9.24,-50.26
1532.68,-9.24,-50.19
1532.69,-9.23,-50.21
1532.7,-9.2,-50.15
1532.71,-9.17,-50.2
1532.72,-9.18,-50.25
1532.73,-9.19,-50.23
1532.74,-9.2,-50.28
1532.75,-9.18,-50.22
1532.76,-9.17,-50.24
1532.77,-9.17,-50.31
1532.78,-9.17,-50.23
1532.79,-9.17,-50.4
1532.8,-9.17,-50.36
1532.81,-9.17,-50.44
1532.82,-9.17,-50.29
1532.83,-9.17,-50.31
1532.84,-9.17,-50.25
1532.85,-9.17,-50.31
1532.86,-9.17,-50.4
1532.87,-9.17,-50.37
1532.88,-9.17,-50.35
1532.89,-9.18,-50.35
1532.9,-9.2,-50.26
1532.91,-9.22,-50.39
1532.92,-9.22,-50.34
1532.93,-9.22,-50.32
1532.94,-9.22,-50.41
1532.95,-9.24,-50.26
1532.96,-9.24,-50.44
1532.97,-9.24,-50.49
1532.98,-9.25,-50.34
1532.99,-9.26,-50.34
1533.0,-9.27,-50.33
1533.01,-9.27,-50.33
1533.02,-9.29,-50.37
1533.03,-9.28,-50.36
1533.04,-9.29,-50.47
1533.05,-9.28,-50.4
1533.06,-9.31,-50.42
1533.07,-9.31,-50.31
1533.08,-9.31,-50.42
1533.09,-9.32,-50.44
1533.1,-9.34,-50.52
1533.11,-9.36,-50.28
1533.12,-9.37,-50.25
1533.13,-9.37,-50.33
1533.14,-9.43,-50.27
1533.15,-9.43,-50.25
1533.16,-9.45,-50.22
1533.17,-9.46,-50.26
1533.18,-9.46,-50.21
1533.19,-9.48,-50.11
1533.2,-9.49,-50.1
1533.21,-9.49,-50.05
1533.22,-9.49,-50.01
1533.23,-9.51,-50.06
1533.24,-9.51,-50.03
1533.25,-9.51,-50.0
1533.26,-9.51,-50.08
1533.27,-9.49,-49.92
1533.28,-9.49,-49.91
1533.29,-9.48,-49.93
1533.3,-9.44,-50.06
1533.31,-9.44,-49.93
1533.32,-9.43,-50.0
1533.33,-9.44,-49.98
1533.34,-9.43,-49.95
1533.35,-9.42,-49.97
1533.36,-9.4,-49.97
1533.37,-9.38,-49.97
1533.38,-9.37,-50.0
1533.39,-9.37,-50.03
1533.4,-9.37,-50.03
1533.41,-9.34,-49.88
1533.42,-9.34,-50.01
1533.43,-9.32,-50.06
1533.44,-9.32,-50.08
1533.45,-9.32,-50.0
1533.46,-9.32,-50.09
1533.47,-9.3,-50.04
1533.48,-9.28,-50.09
1533.49,-9.25,-50.18
1533.5,-9.27,-50.12
1533.51,-9.25,-50.17
1533.52,-9.25,-50.23
1533.53,-9.24,-50.21
1533.54,-9.24,-50.18
1533.55,-9.23,-50.19
1533.56,-9.23,-50.25
1533.57,-9.23,-50.24
1533.58,-9.2,-50.29
1533.59,-9.22,-50.31
1533.6,-9.2,-50.34
1533.61,-9.19,-50.34
1533.62,-9.19,-50.38
1533.63,-9.19,-50.41
1533.64,-9.19,-50.38
1533.65,-9.19,-50.32
1533.66,-9.19,-50.44
1533.67,-9.2,-50.39
1533.68,-9.19,-50.39
1533.69,-9.19,-50.36
1533.7,-9.19,-50.34
1533.71,-9.19,-50.39
1533.72,-9.21,-50.27
1533.73,-9.22,-50.34
1533.74,-9.22,-50.22
1533.75,-9.22,-50.36
1533.76,-9.23,-50.22
1533.77,-9.24,-50.23
1533.78,-9.24,-50.2
1533.79,-9.22,-50.36
1533.8,-9.25,-50.24
1533.81,-9.27,-50.3
1533.82,-9.27,-50.31
1533.83,-9.27,-50.22
1533.84,-9.26,-50.32
1533.85,-9.27,-50.36
1533.86,-9.29,-50.41
1533.87,-9.31,-50.26
1533.88,-9.31,-50.22
1533.89,-9.31,-50.23
1533.9,-9.31,-50.24
1533.91,-9.33,-50.32
1533.92,-9.35,-50.23
1533.93,-9.35,-50.08
1533.94,-9.36,-50.19
1533.95,-9.37,-50.19
1533.96,-9.38,-50.21
1533.97,-9.39,-50.14
1533.98,-9.39,-50.12
1533.99,-9.41,-50.1
1534.0,-9.42,-50.11
1534.01,-9.44,-50.04
1534.02,-9.44,-50.07
1534.03,-9.46,-50.1
1534.04,-9.46,-50.11
1534.05,-9.47,-50.06
1534.06,-9.46,-49.96
1534.07,-9.48,-49.87
1534.08,-9.48,-49.91
1534.09,-9.49,-49.97
1534.1,-9.46,-50.01
1534.11,-9.48,-49.98
1534.12,-9.49,-49.98
1534.13,-9.47,-49.92
1534.14,-9.44,-49.88
1534.15,-9.44,-49.88
1534.16,-9.44,-49.96
1534.17,-9.44,-49.93
1534.18,-9.44,-49.95
1534.19,-9.41,-49.92
1534.2,-9.4,-50.0
1534.21,-9.4,-50.07
1534.22,-9.39,-49.89
1534.23,-9.37,-49.92
1534.24,-9.37,-49.95
1534.25,-9.36,-50.08
1534.26,-9.36,-49.91
1534.27,-9.36,-50.04
1534.28,-9.33,-50.01
1534.29,-9.31,-50.09
1534.3,-9.29,-50.0
1534.31,-9.29,-49.97
1534.32,-9.26,-50.06
1534.33,-9.26,-50.02
1534.34,-9.25,-50.03
1534.35,-9.24,-50.18
1534.36,-9.23,-50.15
1534.37,-9.24,-50.14
1534.38,-9.24,-50.12
1534.39,-9.22,-50.02
1534.4,-9.21,-50.2
1534.41,-9.19,-50.22
1534.42,-9.17,-50.19
1534.43,-9.19,-50.26
1534.44,-9.19,-50.22
1534.45,-9.2,-50.16
1534.46,-9.19,-50.27
1534.47,-9.2,-50.4
1534.48,-9.2,-50.25
1534.49,-9.21,-50.18
1534.5,-9.21,-50.32
1534.51,-9.2,-50.37
1534.52,-9.18,-50.32
1534.53,-9.19,-50.23
1534.54,-9.2,-50.16
1534.55,-9.2,-50.39
1534.56,-9.19,-50.31
1534.57,-9.19,-50.29
1534.58,-9.17,-50.44
1534.59,-9.2,-50.34
1534.6,-9.2,-50.26
1534.61,-9.2,-50.24
1534.62,-9.2,-50.32
1534.63,-9.22,-50.32
1534.64,-9.22,-50.18
1534.65,-9.22,-50.2
1534.66,-9.22,-50.31
1534.67,-9.24,-50.2
1534.68,-9.24,-50.33
1534.69,-9.25,-50.3
1534.7,-9.25,-50.26
1534.71,-9.29,-50.26
1534.72,-9.31,-50.2
1534.73,-9.31,-50.23
1534.74,-9.31,-50.31
1534.75,-9.31,-50.07
1534.76,-9.33,-50.22
1534.77,-9.36,-50.19
1534.78,-9.37,-50.19
1534.79,-9.37,-50.13
1534.8,-9.39,-50.14
1534.81,-9.41,-50.21
1534.82,-9.41,-50.16
1534.83,-9.43,-50.05
1534.84,-9.43,-50.15
1534.85,-9.45,-50.13
1534.86,-9.46,-50.04
1534.87,-9.44,-49.93
1534.88,-9.44,-50.11
1534.89,-9.47,-50.01
1534.9,-9.48,-49.93
1534.91,-9.48,-49.99
1534.92,-9.47,-50.02
1534.93,-9.46,-50.06
1534.94,-9.46,-50.02
