id,frequency,power1,power2,power3
1,0.0,-82.082,-114.676,-115.267
2,0.013377926421404682,-82.585,-112.345,-112.473
3,0.026755852842809364,-82.621,-109.566,-111.178
4,0.04013377926421405,-81.841,-112.223,-111.429
5,0.05351170568561873,-83.424,-113.698,-112.978
6,0.06688963210702341,-84.349,-111.704,-113.078
7,0.0802675585284281,-84.403,-112.791,-112.581
8,0.09364548494983277,-83.907,-113.363,-112.766
9,0.10702341137123746,-83.765,-112.507,-112.389
10,0.12040133779264214,-84.762,-112.083,-112.585
11,0.13377926421404682,-83.908,-113.96,-114.114
12,0.1471571906354515,-83.585,-113.394,-113.915
13,0.1605351170568562,-81.869,-114.245,-114.896
14,0.17391304347826086,-81.563,-114.567,-113.822
15,0.18729096989966554,-81.824,-114.283,-113.829
16,0.20066889632107024,-82.913,-114.802,-114.803
17,0.2140468227424749,-83.992,-113.679,-114.493
18,0.22742474916387959,-83.944,-114.961,-115.331
19,0.2408026755852843,-82.782,-114.881,-115.395
20,0.25418060200668896,-81.707,-115.036,-114.994
21,0.26755852842809363,-81.236,-115.142,-115.952
22,0.2809364548494983,-82.805,-114.735,-114.048
23,0.294314381270903,-84.749,-114.263,-114.157
24,0.3076923076923077,-85.371,-114.884,-114.995
25,0.3210702341137124,-84.23,-115.441,-114.937
26,0.33444816053511706,-82.533,-115.77,-115.694
27,0.34782608695652173,-80.663,-114.735,-114.494
28,0.3612040133779264,-80.371,-113.618,-114.927
29,0.3745819397993311,-82.443,-114.598,-115.309
30,0.3879598662207358,-83.395,-115.443,-113.694
31,0.4013377926421405,-83.802,-114.823,-114.87
32,0.41471571906354515,-83.493,-114.643,-113.849
33,0.4280936454849498,-82.594,-114.847,-113.413
34,0.4414715719063545,-82.365,-115.013,-115.36
35,0.45484949832775917,-82.614,-115.982,-113.428
36,0.46822742474916385,-82.799,-114.746,-114.21
37,0.4816053511705686,-83.353,-114.297,-115.85
38,0.49498327759197325,-83.481,-113.668,-114.968
39,0.5083612040133779,-83.666,-115.727,-114.76
40,0.5217391304347826,-83.545,-114.86,-114.868
41,0.5351170568561873,-83.071,-114.788,-114.492
42,0.5484949832775919,-81.863,-114.467,-114.436
43,0.5618729096989966,-81.234,-114.49,-114.263
44,0.5752508361204013,-81.344,-114.753,-114.321
45,0.588628762541806,-82.548,-114.467,-113.259
46,0.6020066889632107,-83.922,-115.508,-115.222
47,0.6153846153846154,-84.878,-115.084,-115.056
48,0.6287625418060201,-84.831,-113.928,-114.827
49,0.6421404682274248,-84.16,-113.868,-114.889
50,0.6555183946488294,-83.15,-114.102,-114.794
51,0.6688963210702341,-82.023,-114.768,-113.626
52,0.6822742474916388,-82.083,-114.542,-114.496
53,0.6956521739130435,-82.749,-113.033,-114.251
54,0.7090301003344481,-83.887,-113.225,-115.693
55,0.7224080267558528,-84.177,-114.457,-114.406
56,0.7357859531772575,-83.884,-113.073,-112.996
57,0.7491638795986622,-83.226,-115.131,-114.456
58,0.7625418060200668,-82.463,-113.853,-115.075
59,0.7759197324414716,-82.397,-114.285,-114.248
60,0.7892976588628763,-83.071,-114.596,-114.14
61,0.802675585284281,-83.464,-114.266,-114.695
62,0.8160535117056856,-83.884,-113.775,-114.632
63,0.8294314381270903,-83.588,-114.442,-114.064
64,0.842809364548495,-83.389,-114.33,-114.536
65,0.8561872909698997,-83.232,-114.194,-113.176
